[['Dimitri Mohamed', 'startMemberOf', 'FK Borac Čačak', '2022-01-01']]
[['Rayquan Evans', 'endMemberOf', 'Florida State Seminoles men\' s basketball', '2022-05-31']]
[['Lawrence Aidoo', 'startMemberOf', 'Ottawa Fury FC', '2022-05-31']]
[['Minsung Kim', 'endWorksFor', 'John Innes Centre', '2022-06-01']]
[['Mattias Lindström ( footballer)', 'startMemberOf', 'Eintracht Braunschweig II', '2022-06-01']]
[['Ben Haynes', 'startMemberOf', 'Kyoto Hannaryz', '2022-06-01']]
[['Matt Vest', 'startMemberOf', 'Columbus State Cougars Baseball', '2022-06-01']]
[['Muhammad Roby', 'startMemberOf', 'Persepam Madura Utama', '2022-06-01']]
[['Nicole Forsgren', 'endWorksFor', 'Pepperdine University', '2022-06-01']]
[['Mpho Moloi', 'endMemberOf', 'Thanda Royal Zulu F. C.', '2022-06-01']]
[['Lukáš Dvořák ( footballer)', 'startMemberOf', 'Panionios F. C.', '2022-06-01']]
[['Andrew Newton', 'endWorksFor', 'University of Huddersfield', '2022-06-01']]
[['Jeremy Richards', 'endMemberOf', 'Alcorn State Braves basketball', '2022-06-01']]
[['Andrea Schmölder-Veit', 'endMemberOf', 'Montreal Neurological Institute and Hospital', '2022-06-01']]
[['Lisa Feldman Barrett', 'startMemberOf', 'Panionios F. C.', '2022-06-01']]
[['Yuriy Virt', 'startMemberOf', 'Serbia national under-19 football team', '2022-06-01']]
[['Antony Lecointe', 'startMemberOf', 'Asteras Magoula F. C.', '2022-06-01']]
[['Dejan Antonić', 'startMemberOf', 'Persepam Madura Utama', '2022-06-01']]
[['Michaël Goossens', 'startMemberOf', 'FK Borac Čačak', '2022-06-01']]
[['Jorge Carrillo', 'endWorksFor', 'Barcelona Institute For Global Health', '2022-06-01']]
[['Ravi Kiran Purama', 'endWorksFor', 'National Institute of Technology Calicut', '2022-06-01']]
[['Eunice Barbosa', 'endWorksFor', 'Fundação para a Ciência e Tecnologia', '2022-06-01']]
[['Mulu Hailemichael', 'endMemberOf', 'Global 6 Cycling', '2022-06-01']]
[['Pauline Martin', 'startMemberOf', 'Allianz MTV Stuttgart', '2022-06-01']]
[['Andrei Truță', 'endMemberOf', 'ASC Daco-Getica București', '2022-06-01']]
[['Romane Auvergne', 'endMemberOf', 'Brescia Calcio', '2022-06-01']]
[['Stephané Mvibudulu', 'startMemberOf', 'Real Oviedo', '2022-06-01']]
[['Luke Rooney', 'endMemberOf', 'RC Toulonnais', '2022-06-01']]
[['Stephanie Constantin', 'endWorksFor', 'University of Otago', '2022-06-01']]
[['Gareth Seddon', 'endMemberOf', 'Texas Tech Red Raiders basketball', '2022-06-01']]
[['Anna Winkler', 'endMemberOf', 'Chester F. C.', '2022-06-01']]
[['Cunjiang Yu', 'endMemberOf', 'Policlinico San Matteo', '2022-06-01']]
[['Abdullah Al Bahri', 'endWorksFor', 'Joinville Esporte Clube', '2022-06-01']]
[['Paul Masseron', 'endMemberOf', 'Beylikdüzü Women U0027 S Volleyball Team', '2022-06-01']]
[['Jacques Précigout', 'startMemberOf', 'Team Jumbo– Visma ( men\' s team)', '2022-06-01']]
[['Timo Teniste', 'startMemberOf', 'Fredrikstad FK', '2022-06-01']]
[['Victor Ekholm', 'endWorksFor', 'Uppsala University', '2022-06-01']]
[['Imed Mhedhebi', 'startMemberOf', 'Ottawa Fury FC', '2022-06-01']]
[['Dalibor Filipović', 'startMemberOf', 'Ottawa Fury FC', '2022-06-01']]
[['Fabien Magnan', 'endMemberOf', 'FC Auch Gers', '2022-06-01']]
[['Scott Rodgers', 'endMemberOf', 'Lotto Dstny Ladies', '2022-06-01']]
[['Haibo Guo', 'endMemberOf', 'Hellas Verona F. C.', '2022-06-01']]
[['Aleksandr Fedulov', 'endMemberOf', 'FC Kaluga', '2022-06-01']]
[['Rustem Shagitov', 'startMemberOf', 'Ottawa Fury FC', '2022-06-01']]
[['Christine Van Basten-Boddin', 'startMemberOf', 'German Research Foundation', '2022-06-01']]
[['Silje Evjenth Bentsen', 'endMemberOf', 'BG Pathum United F. C.', '2022-06-01']]
[['Piyachart Tamaphan', 'endMemberOf', 'Taliya SC', '2022-06-01']]
[['Romain Danzé', 'startMemberOf', 'Çaykur Rizespor', '2022-06-01']]
[['Jadranka Miletić', 'endWorksFor', 'University of Belgrade', '2022-06-01']]
[['Callum McNaughton', 'startMemberOf', 'Switzerland national under-23 football team', '2022-06-01']]
[['Ioannis Chadjivasilis', 'startMemberOf', 'FC Andorra', '2022-06-01']]
[['Zach Snyder', 'endMemberOf', 'Duquesne Dukes men\' s basketball', '2022-06-01']]
[['Abdulhadi Alajmi', 'startMemberOf', 'Kuwait– Cartucho. es', '2022-06-01']]
[['Marylin Díaz', 'startMemberOf', 'Tigres UANL', '2022-06-01']]
[['Joseba Zaldúa', 'startMemberOf', 'Royal Pari F. C.', '2022-06-01']]
[['Mariusz Rybicki', 'startMemberOf', 'German Research Foundation', '2022-06-01']]
[['Laura M Lokers', 'endMemberOf', 'BC Nevėžis', '2022-06-01']]
[['Ashutosh Rath', 'startMemberOf', 'Enosi Alexandroupoli', '2022-06-01']]
[['Mauricio Casierra', 'startMemberOf', 'Racing de Córdoba', '2022-06-01']]
[['Andreas Raudsepp', 'endMemberOf', 'Estonia national under-21 football team', '2022-06-01']]
[['Lucas Acosta ( footballer, born 1988)', 'startMemberOf', 'UD Vecindario', '2022-06-01']]
[['Fajar Legian Siswanto', 'endMemberOf', 'Bali United F. C.', '2022-06-01']]
[['Elena Desiderà', 'endWorksFor', 'University of Padua', '2022-06-01']]
[['Keaton Sanders', 'endMemberOf', 'Palencia Baloncesto', '2022-06-01']]
[['Donald Johnson', 'startMemberOf', 'Youngstown State Penguins men\' s basketball', '2022-06-01']]
[['Gakuto Notsuda', 'startMemberOf', 'Urawa Red Diamonds', '2022-06-01']]
[['Illiasu Shilla', 'startMemberOf', 'Tema Youth F. C.', '2022-06-01']]
[['Jason Saltzman', 'startMemberOf', 'Intermarché– Circus– Wanty', '2022-06-01']]
[['Muhammet Demir', 'startMemberOf', 'Çaykur Rizespor', '2022-06-01']]
[['Davor Burcsa', 'endMemberOf', 'HNK Cibalia', '2022-06-01']]
[['Robin Rohit', 'endWorksFor', 'Vellore Institute of Technology', '2022-06-01']]
[['Bill Young ( rugby union)', 'startMemberOf', 'Northampton Saints', '2022-06-01']]
[['Chris Wehye', 'startMemberOf', 'BC Nevėžis', '2022-06-01']]
[['Do Tromp', 'endWorksFor', 'University of Wisconsin– Madison', '2022-06-01']]
[['Renaldo Balkman', 'startMemberOf', 'Soles de Mexicali', '2022-06-01']]
[['Bernardo Moreira Soares Oliveira', 'endWorksFor', 'University of Jyväskylä', '2022-06-01']]
[['Chen Hao-wei', 'startMemberOf', 'Taiwan Power Company F. C.', '2022-06-01']]
[['Cicinho ( footballer, born 1988)', 'endMemberOf', 'Associação Atlética Ponte Preta', '2022-06-01']]
[['Anna Potokina', 'endWorksFor', 'Monterrey Institute of Technology and Higher Education', '2022-06-01']]
[['Orbelín Pineda', 'endWorksFor', 'University of Tokyo', '2022-06-01']]
[['Fiorella Mattheis', 'endWorksFor', 'German Research Foundation', '2022-06-01']]
[['Monique Hoon', 'endWorksFor', 'North-West University', '2022-06-01']]
[['Yaya Sanogo', 'endMemberOf', 'Ottawa Fury FC', '2022-06-01']]
[['Marc Recasens', 'startMemberOf', 'Júbilo Iwata', '2022-06-01']]
[['Hironobu Haga', 'startMemberOf', 'UD Almería B', '2022-06-01']]
[['Johanna Burton', 'endMemberOf', 'New York City FC', '2022-06-01']]
[['Mark Pearson', 'startMemberOf', 'Arsenal F. C.', '2022-06-01']]
[['Aaron Thompson', 'endPlaysIn', 'Ncaa Division I Men U0027 S Basketball', '2022-06-01']]
[['Christoph Würnschimmel', 'endWorksFor', 'Martini-Klinik', '2022-06-01']]
[['Evan Brown ( soccer)', 'endMemberOf', 'Seattle Sounders FC', '2022-06-01']]
[['Sergei Skorykh', 'endMemberOf', 'Panthrakikos F. C.', '2022-06-01']]
[['Yasuaki Tamaki', 'startMemberOf', 'Morocco national football team generic instance', '2022-06-01']]
[['Radivoje Manić', 'endMemberOf', 'OFK Mladenovac', '2022-06-01']]
[['Christian Hairston', 'startMemberOf', 'Italy national football C teams', '2022-06-01']]
[['Chris Reaves', 'startMemberOf', 'Western Kentucky Hilltoppers basketball', '2022-06-01']]
[['Holly J Beaulac', 'startMemberOf', 'CB Breogán', '2022-06-01']]
[['Alessandro Sisti', 'endWorksFor', 'Meyer Children\' s Hospital', '2022-06-01']]
[['Aaron Ledgister', 'startMemberOf', 'Fehérvár FC', '2022-06-01']]
[['Alessandro Crescenzi', 'startMemberOf', 'Olbia Calcio 1905', '2022-06-01']]
[['Christian Jäckel', 'endWorksFor', 'Novozymes', '2022-06-01']]
[['Gabriel Serville', 'endMemberOf', 'Cycling Elite Copenhagen', '2022-06-01']]
[['Kristi Shashkina', 'startMemberOf', 'Zsc Lions Frauen', '2022-06-01']]
[['Elton Muçollari', 'startMemberOf', 'Puszcza Niepołomice', '2022-06-01']]
[['Francesco Bossa', 'startMemberOf', 'Simba S. C.', '2022-06-01']]
[['David Richardson ( American football)', 'startMemberOf', 'Cleveland Browns', '2022-06-01']]
[['Willie Lago', 'startMemberOf', 'Cal State Northridge Matadors men\' s basketball', '2022-06-01']]
[['Gillian Hadfield', 'startMemberOf', 'Leibniz Institute For Tropospheric Research', '2022-06-01']]
[['Yoshiteru Iinuma', 'endWorksFor', 'German Research Foundation', '2022-06-01']]
[['Aaron Francisco', 'startMemberOf', 'Los Angeles Rams', '2022-06-01']]
[['Ryan Butt', 'startWorksFor', 'Club Nacional de Football', '2022-06-01']]
[['Chuck Ogbodo', 'startMemberOf', 'San-en NeoPhoenix', '2022-06-01']]
[['Kaarel Kiidron', 'endMemberOf', 'Estonia national under-23 football team', '2022-06-01']]
[['Ameer Shamsud-Din', 'startMemberOf', 'Toyama Grouses', '2022-06-01']]
[['Mory Koné', 'endMemberOf', 'Centers for Disease Control and Prevention', '2022-06-01']]
[['Tara Duncan', 'startMemberOf', 'German Research Foundation', '2022-06-01']]
[['John P Barile', 'endWorksFor', 'Utah Valley Wolverines men\' s basketball', '2022-06-01']]
[['Taylor Brown', 'endMemberOf', 'France national under-19 football team generic instance', '2022-06-01']]
[['Farzaneh Elahifasaee', 'endWorksFor', 'Shanghai Jiao Tong University', '2022-06-01']]
[['Maximiliano Núñez', 'startMemberOf', 'Institute for Research in Biomedicine', '2022-06-01']]
[['Vinay Joshi', 'endWorksFor', 'IBM Research – Zurich', '2022-06-01']]
[['Marylise Hebert-Schuster', 'endWorksFor', 'Hôpital Cochin', '2022-06-01']]
[['Ali Williams', 'startMemberOf', 'Northampton Saints', '2022-06-01']]
[['William Henrique', 'endMemberOf', 'Agremiação Sportiva Arapiraquense', '2022-06-01']]
[['Oskar Johansson ( footballer)', 'endMemberOf', 'Örebro SK Ungdom', '2022-06-02']]
[['Elston Turner Jr.', 'endMemberOf', 'FC Astrakhan', '2022-06-02']]
[['Michael Finke', 'startMemberOf', 'Balıkesirspor', '2022-06-02']]
[['Aaron Redmond', 'endMemberOf', 'New Zealand national cricket team', '2022-06-02']]
[['Henrik Dahl ( footballer)', 'endMemberOf', 'Bærum SK', '2022-06-02']]
[['Winnie Chan', 'startMemberOf', 'Cruzeiro Esporte Clube', '2022-06-02']]
[['Agustin Martinez-Molina', 'endWorksFor', 'University of Zaragoza', '2022-06-02']]
[['Bassala Touré', 'endMemberOf', 'GS Ilioupolis', '2022-06-02']]
[['Oscar Jansson', 'startMemberOf', 'Great Wakering Rovers F. C.', '2022-06-02']]
[['Richard Beekink', 'endMemberOf', 'GVVV', '2022-06-02']]
[['Toni Järvinen', 'startMemberOf', 'Panionios F. C.', '2022-06-02']]
[['Julia I Questa', 'endWorksFor', 'John Innes Centre', '2022-06-02']]
[['Luis Cetin', 'startMemberOf', 'Panthrakikos F. C.', '2022-06-02']]
[['Ján Mišovič', 'endWorksFor', 'Generali Česká Pojišťovna', '2022-06-02']]
[['Nicolai I Yegorenkov', 'endWorksFor', 'Pavel Sukhoi State Technical University of Gomel', '2022-06-02']]
[['Brad Inman ( soccer)', 'startMemberOf', 'Çaykur Rizespor', '2022-06-02']]
[['Antonia Serrano', 'endWorksFor', 'Scripps Research', '2022-06-02']]
[['Aleksei Solovyov ( footballer)', 'startMemberOf', 'FC Krasnodar', '2022-06-03']]
[['Georg Seidl', 'startMemberOf', 'Panionios F. C.', '2022-06-03']]
[['Simon Greenhill', 'endWorksFor', 'University of Auckland', '2022-06-03']]
[['Michele Merlo ( cyclist)', 'startMemberOf', 'UAE Team Emirates', '2022-06-03']]
[['Francesco Scazza', 'endWorksFor', 'National Optical Institute', '2022-06-03']]
[['Mihai Dăscălescu', 'startMemberOf', 'FC Andorra', '2022-06-03']]
[['Troy Perkins', 'startMemberOf', 'Ottawa Fury FC', '2022-06-04']]
[['Peter Bakonyi', 'endWorksFor', 'Budapest University of Technology and Economics', '2022-06-04']]
[['Özkan Koçtürk', 'endMemberOf', 'BSV Ölper 2000', '2022-06-04']]
[['Serena Danesi', 'startMemberOf', 'Bepink', '2022-06-04']]
[['Daniel Åkervall', 'startMemberOf', 'Sarpsborg 08 FF', '2022-06-05']]
[['Rashaan Holloway', 'endMemberOf', 'UMass Minutemen basketball', '2022-06-05']]
[['Ben Idrissa Dermé', 'startMemberOf', 'FK Borac Čačak', '2022-06-05']]
[['José Carlos Chastre', 'startMemberOf', 'S. C. Farense', '2022-06-05']]
[['Leandro Díaz ( footballer, born 1986)', 'startMemberOf', 'S. F. K. Pierikos ( football)', '2022-06-05']]
[['Bas Jasperse', 'endWorksFor', 'Maastricht UMC+', '2022-06-06']]
[['Saša Ćirić', 'startMemberOf', 'Ottawa Fury FC', '2022-06-06']]
[['Joey Dillon', 'endMemberOf', 'Detroit City FC', '2022-06-06']]
[['Patrick P Abila', 'endWorksFor', 'National Agricultural Research Organisation', '2022-06-06']]
[['Stanley Ho', 'startMemberOf', 'Doncaster Rovers F. C.', '2022-06-06']]
[['Ji Wang', 'startMemberOf', 'Arizona Wildcats men\' s basketball', '2022-06-06']]
[['Shah J Miah', 'startMemberOf', 'Bispebjerg Hospital', '2022-06-06']]
[['Ashleigh Gardner', 'endWorksFor', 'German Research Foundation', '2022-06-06']]
[['Leo ( footballer, born November 1989)', 'startMemberOf', 'Trat F. C.', '2022-06-06']]
[['Zhihong Zhang', 'endWorksFor', 'United States Department of Agriculture', '2022-06-06']]
[['Sarah A Hopkins', 'endWorksFor', 'Saint Louis University', '2022-06-06']]
[['Robin Hart', 'endMemberOf', 'Edmonton Aviators', '2022-06-06']]
[['Benjamin Petre', 'endMemberOf', 'SU Agen Lot-et-Garonne', '2022-06-06']]
[['Kirill Gashichev', 'startMemberOf', 'PFC Spartak Nalchik', '2022-06-06']]
[['Brande Roderick', 'endMemberOf', 'Nevada Wolf Pack men\' s basketball', '2022-06-06']]
[['Víctor M Mora-Bautista', 'startWorksFor', 'FC Kryvbas Kryvyi Rih', '2022-06-06']]
[['Hendrik Marks', 'startMemberOf', 'A. C. Milan', '2022-06-06']]
[['William Mokoena', 'endMemberOf', 'Black Leopards F. C.', '2022-06-06']]
[['Akinori Irizawa', 'endWorksFor', 'Kobe University', '2022-06-06']]
[['Machel Millwood', 'endMemberOf', 'Crystal Palace Baltimore', '2022-06-06']]
[['Adam Byrne', 'startMemberOf', 'Emerging Ireland', '2022-06-06']]
[['Viktor Borel', 'endMemberOf', 'FC Prykarpattia Ivano-Frankivsk ( 2004)', '2022-06-06']]
[['Ju-Hoon Lee', 'endWorksFor', 'Kyung Hee University - Global Campus', '2022-06-06']]
[['Frank B Williams', 'endWorksFor', 'Ochsner Health System', '2022-06-06']]
[['Robert Webster ( virologist)', 'endMemberOf', 'George Institute for Global Health', '2022-06-06']]
[['Jon Torres', 'endWorksFor', 'Navy Midshipmen men\' s basketball', '2022-06-06']]
[['Stephen R Slauson', 'endWorksFor', 'University of Kansas', '2022-06-06']]
[['Gary E Carver', 'endWorksFor', 'Princeton Lightwave U0028 United States U0029 ', '2022-06-06']]
[['Abderrahim Benslama', 'endWorksFor', 'University of Biskra', '2022-06-06']]
[['Olivia Smith', 'endWorksFor', 'La Trobe University', '2022-06-06']]
[['Janavor Weatherspoon', 'endMemberOf', 'Oklahoma State Cowboys basketball', '2022-06-06']]
[['Karl Sheppard', 'startMemberOf', 'Ottawa Fury FC', '2022-06-06']]
[['Yinghong Wang', 'endMemberOf', 'St. Michel– Mavic– Auber93 ( men\' s team)', '2022-06-06']]
[['Darren Freeman', 'endMemberOf', 'Northampton Saints', '2022-06-06']]
[['Wei Wang', 'startMemberOf', 'Federal Rural University of Pernambuco', '2022-06-06']]
[['Greg Patton', 'endWorksFor', 'Brazil national football team generic instance', '2022-06-06']]
[['', 'endMemberOf', 'Massachusetts General Hospital', '2022-06-06']]
[['Andrea Belotti', 'startMemberOf', 'Virtus Entella', '2022-06-06']]
[['Alexios Michail', 'startMemberOf', 'Panthrakikos F. C.', '2022-06-06']]
[['Andreas Hölzl', 'startMemberOf', 'Panthrakikos F. C.', '2022-06-06']]
[['Alban Jusufi', 'endMemberOf', 'Högaborgs BK', '2022-06-06']]
[['Milan Pecelj', 'endMemberOf', 'Jong PSV', '2022-06-06']]
[['André Valente', 'endMemberOf', 'FK Senica', '2022-06-06']]
[['Ritchie Kotschau', 'endMemberOf', 'HNK Brotnjo', '2022-06-06']]
[['Will Harries', 'endMemberOf', 'Wales national rugby union team', '2022-06-06']]
[['Guohua Cao', 'endMemberOf', 'Júbilo Iwata', '2022-06-06']]
[['Alexandre Brito', 'startMemberOf', 'Fehérvár FC', '2022-06-06']]
[['José Alexandre', 'startMemberOf', 'England national football team', '2022-06-06']]
[['Gonzalo Vega ( footballer)', 'startMemberOf', 'Nacional Potosí', '2022-06-06']]
[['Janessa M U002E Graves', 'startMemberOf', 'Nippon Medical School', '2022-06-06']]
[['Matthew Osman', 'endWorksFor', 'German Research Foundation', '2022-06-06']]
[['Matt Jarboe', 'startMemberOf', 'Louisiana– Monroe Warhawks men\' s basketball', '2022-06-06']]
[['Lazar Popović', 'startMemberOf', 'Asteras Magoula F. C.', '2022-06-06']]
[['Deanna L Plubell', 'endWorksFor', 'Oregon Health & Science University', '2022-06-06']]
[['Ivan Georgiev ( footballer)', 'startMemberOf', 'PFC Akademik Sofia', '2022-06-06']]
[['Mikhail Sivakow', 'startMemberOf', 'Olbia Calcio 1905', '2022-06-06']]
[['Nicolás Olmedo', 'startMemberOf', 'Coronel Bolognesi', '2022-06-06']]
[['Hamza Riazuddin', 'endMemberOf', 'Hampshire County Cricket Club', '2022-06-06']]
[['Joe Chalmers', 'endMemberOf', 'Forfar Athletic F. C.', '2022-06-06']]
[['Ryan Smillie', 'startMemberOf', 'Celtic F. C.', '2022-06-06']]
[['Daniele Amerini', 'startMemberOf', 'FC Andorra', '2022-06-06']]
[['Tatsuya Tsuruta', 'startMemberOf', 'South Korea national football team generic instance', '2022-06-06']]
[['Denis Petrić', 'startMemberOf', 'Asteras Magoula F. C.', '2022-06-06']]
[['Mohsen Bengar', 'startMemberOf', 'Gol Gohar Sirjan F. C.', '2022-06-06']]
[['Benny Sapp', 'endMemberOf', 'Minnesota Vikings', '2022-06-06']]
[['Meshal Al-Mouri', 'startMemberOf', 'Al-Shamal SC', '2022-06-06']]
[['Pierluigi Frattali', 'startMemberOf', 'A. S. Pro Piacenza 1919', '2022-06-06']]
[['Mato Grubisic', 'endMemberOf', 'Ullensaker u002F Kisa IL', '2022-06-06']]
[['Danny Emerton', 'endMemberOf', 'CB Pardinyes', '2022-06-06']]
[['Simon Falokun', 'startMemberOf', 'Northampton Town F. C.', '2022-06-06']]
[['Vitali Komisov', 'startMemberOf', 'FC Kryvbas Kryvyi Rih', '2022-06-06']]
[['Ricardo Villar ( Brazilian footballer)', 'startMemberOf', 'Asteras Magoula F. C.', '2022-06-06']]
[['João Ricardo ( footballer, born 1991)', 'endMemberOf', 'Gondomar S. C.', '2022-06-06']]
[['Andrew Fava', 'startMemberOf', 'Oklahoma City Blue', '2022-06-06']]
[['Sula Matovu', 'startMemberOf', 'Trat F. C.', '2022-06-06']]
[['Thomas Wörle', 'startMemberOf', 'Ottawa Fury FC', '2022-06-06']]
[['Jasmin Fejzić', 'endMemberOf', 'Unión Española', '2022-06-06']]
[['Dusan K U002E Bozanic', 'endMemberOf', 'VfR Aalen', '2022-06-06']]
[['Jamie Harney', 'startMemberOf', 'Celtic F. C.', '2022-06-06']]
[['Dawit S Abebe', 'endWorksFor', 'Norwegian Social Research', '2022-06-06']]
[['Michael Gardawski', 'startMemberOf', 'Eintracht Braunschweig II', '2022-06-06']]
[['Jacob D Taylor', 'startWorksFor', 'Trat F. C.', '2022-06-06']]
[['Anthony Lippini', 'startMemberOf', 'Panthrakikos F. C.', '2022-06-06']]
[['Marcel Mácha', 'endMemberOf', 'FC Viktoria Plzeň', '2022-06-06']]
[['Konstantios & Evripidis Trachoniou', 'endMemberOf', 'Cyprus Football Association', '2022-06-06']]
[['Charles Asampong Taylor', 'endMemberOf', 'Rangers International F. C.', '2022-06-06']]
[['Yoeri Havik', 'startMemberOf', 'Intermarché– Circus– Wanty', '2022-06-06']]
[['Lee Rochester Sørensen', 'endMemberOf', 'FC Cincinnati ( 2016– 2018)', '2022-06-06']]
[['Marlon Hairston', 'startMemberOf', 'Asteras Magoula F. C.', '2022-06-06']]
[['Saliou Diallo', 'startMemberOf', 'FC Vestsjælland', '2022-06-06']]
[['Roland Thalmann', 'endMemberOf', 'Water Research Australia', '2022-06-06']]
[['Levar Williams', 'endMemberOf', 'NJIT Highlanders men\' s basketball', '2022-06-06']]
[['Matko Djarmati', 'startMemberOf', 'Asteras Magoula F. C.', '2022-06-06']]
[['Rob Miller ( footballer)', 'endMemberOf', 'Bedford Town F. C.', '2022-06-06']]
[['Christoph Spatzenegger', 'endMemberOf', 'FC Red Bull Salzburg', '2022-06-06']]
[['Simon A Hardwick', 'endWorksFor', 'Clayton Utz', '2022-06-06']]
[['Sok Pheng ( footballer)', 'endMemberOf', 'Boeung Ket Angkor FC', '2022-06-06']]
[['Julie M Hastings', 'endWorksFor', 'Medical Research Council ( United Kingdom)', '2022-06-06']]
[['Hugo Sosa', 'endMemberOf', 'Club San José', '2022-06-06']]
[['Guilherme Gonçalves Okai', 'endWorksFor', 'Fleury S U002E A U002E U0028 Brazil U0029 ', '2022-06-06']]
[['Moshe Abutbul ( footballer)', 'startMemberOf', 'Hapoel Ironi Safed F. C.', '2022-06-06']]
[['Sherif Fayed', 'startMemberOf', 'Çaykur Rizespor', '2022-06-06']]
[['Nikos Kounenakis', 'startMemberOf', 'FC Andorra', '2022-06-06']]
[['Gary Putland', 'startMemberOf', 'Hobart Hurricanes', '2022-06-06']]
[['Massimilian Porcello', 'startMemberOf', 'Ottawa Fury FC', '2022-06-06']]
[['Ivan Vargić', 'endMemberOf', 'Croatia national under-20 football team', '2022-06-06']]
[['Monica Ortiz Hernandez', 'endWorksFor', 'Polytechnic University of Catalonia', '2022-06-06']]
