[['V.J. Holmes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2022-01-01']]
[['Jan Bowen', 'startWorksFor', 'King Abdullah University of Science and Technology', '2022-04-09']]
[['Deathstroke Returns', 'award', 'Master of Business Administration', '2022-04-09']]
[['Sagar M Patel', 'startWorksFor', 'King Abdullah University of Science and Technology', '2022-04-09']]
[['Jerrold Smith', 'startWorksFor', 'BlackRock', '2022-04-09']]
[['Andrea Costamagna', 'endWorksFor', 'SOLEIL', '2022-04-10']]
[['Valerio Bertone', 'endWorksFor', 'University of Oxford', '2022-04-10']]
[['Concorde Ventures', 'startLeader', 'Robert S. Langer', '2022-04-10']]
[['Sauherad', 'endLeader', 'Yair Lapid', '2022-04-10']]
[['Andrew Saxe', 'startWorksFor', 'University of the West of England', '2022-04-10']]
[['Bruce Moore', 'startMemberOf', 'National Taiwan University', '2022-04-11']]
[['Captain America: Civil War', 'endActor', 'Radovan Vítek', '2022-04-11']]
[['Munir Al-Aboushi', 'startMemberOf', 'Center For Social Studies, University Of Coimbra', '2022-04-11']]
[['Marcus Lightfoot', 'startWorksFor', 'BlackRock', '2022-04-11']]
[['Timothy Angeli', 'startWorksFor', 'Hiroshima University', '2022-04-11']]
[['Juliana N U Yaochite', 'endWorksFor', 'Cesmac University Center', '2022-04-11']]
[['Anibal Koné', 'endWorksFor', 'Center For Social Studies, University Of Coimbra', '2022-04-11']]
[['Hemne', 'endLeader', 'Chairul Tanjung', '2022-04-11']]
[['Nordea', 'startLeader', 'Adebola Babatunde Ekanola', '2022-04-12']]
[['Cologny', 'startLeader', 'Radovan Vítek', '2022-04-12']]
[['Timothy Angeli', 'endWorksFor', 'Hiroshima University', '2022-04-12']]
[['María J Roldán-Ruiz', 'endWorksFor', 'Saputo Dairy UK', '2022-04-12']]
[['Riza Batista-Navarro', 'endWorksFor', 'University of Manchester', '2022-04-12']]
[['T C Li', 'startWorksFor', 'Ministry of Transport (Norway)', '2022-04-13']]
[['Sri Lanka Railways M11', 'startContentLocation', 'Yonsei University Mirae Campus', '2022-04-13']]
[['Niya Aleksieva', 'startWorksFor', 'University of the West of England', '2022-04-13']]
[['Cable Girls', 'startContentLocation', 'Chung Ang University - Anseong Campus', '2022-04-13']]
[['GFriend', 'startLeader', 'Radovan Vítek', '2022-04-14']]
[['Kanye West', 'award', 'Master of Business Administration', '2022-04-14']]
[['Thibault Vlietinck', 'startWorksFor', 'Indochine (band)', '2022-04-15']]
[['Hubei', 'startLeader', 'Marc Asbeck', '2022-04-15']]
[['Cologny', 'endLeader', 'Radovan Vítek', '2022-04-15']]
[['Huaneng International Power Development Corporation', 'startLeader', 'Oldřich Bajer', '2022-04-16']]
[['Angela Barnes', 'startWorksFor', 'University of Lille Nord de France', '2022-04-16']]
[['Deutsche Telekom', 'endLeader', 'Libor Chrobok', '2022-04-16']]
[['Hubei', 'endLeader', 'Marc Asbeck', '2022-04-16']]
[['AgroParisTech', 'startLeader', 'Radovan Vítek', '2022-04-17']]
[['Růžová Centrum', 'startLeader', 'Lena Luthor', '2022-04-17']]
[['Osazee O Oyanoghafo', 'endNotableWork', 'Master of Music', '2022-04-17']]
[['Pavel Bogush', 'startWorksFor', 'BlackRock', '2022-04-18']]
[['Darian Jones', 'startWorksFor', 'University of Peradeniya', '2022-04-18']]
[['Yuriy Natarov', 'startWorksFor', 'Tardigrad International', '2022-04-19']]
[['GFriend', 'endLeader', 'Radovan Vítek', '2022-04-19']]
[['Antares (rocket)', 'startContentLocation', 'University of California, Davis', '2022-04-20']]
[['Nordea', 'endLeader', 'Adebola Babatunde Ekanola', '2022-04-21']]
[['Vltava-Labe-Press', 'startLeader', 'Marjan Rintel', '2022-04-21']]
[['Everything Will Change', 'startContentLocation', 'Massey University - Wellington Campus', '2022-04-21']]
[['Impromat Int.', 'startLeader', 'Fattah Amin', '2022-04-21']]
[['ZDF', 'startContentLocation', 'Sunnybrook Health Sciences Centre', '2022-04-22']]
[['Neta Lavi', 'startWorksFor', 'Franchise Group', '2022-04-22']]
[['Peter Jones', 'startWorksFor', 'University of Cincinnati', '2022-04-22']]
[['Vincent Ritleng', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-04-22']]
[['Trey Gross', 'startWorksFor', 'University of Cincinnati', '2022-04-24']]
[['Nikita Melnikov (footballer)', 'startWorksFor', 'NYU Langone Health', '2022-04-24']]
[['The Walt Disney Company', 'startLeader', 'Said Gutseriev', '2022-04-24']]
[['Bø, Telemark', 'startLeader', 'Oldřich Bajer', '2022-04-25']]
[['Gåsmamman', 'startContentLocation', 'Lady Davis Carmel Medical Center', '2022-04-25']]
[['The Crew (card game)', 'startContentLocation', 'Disney Television Studios', '2022-04-26']]
[['Chris Perry', 'startWorksFor', 'University of Bari', '2022-04-26']]
[['Mythic Quest', 'startContentLocation', 'Johns Hopkins School of Medicine', '2022-04-27']]
[['Captain America: Civil War', 'startContentLocation', 'University Hospital of Düsseldorf', '2022-04-27']]
[['Hunucmá Municipality', 'startLeader', 'Radovan Vítek', '2022-04-27']]
[['Alla Pugacheva', 'startWorksFor', 'Saint John\'s Health Center', '2022-04-28']]
[['Lee Kang-in', 'startWorksFor', 'BlackRock', '2022-04-28']]
[['Electoral Commission (United Kingdom)', 'startLeader', 'Said Gutseriev', '2022-04-28']]
[['Maria Ressa', 'startWorksFor', 'All India Institute of Hygiene and Public Health', '2022-04-29']]
[['Roger (footballer, born 1996)', 'startWorksFor', 'University of Cuenca', '2022-04-29']]
[['Kemono Friends 3', 'startContentLocation', 'Icahn School of Medicine at Mount Sinai', '2022-04-30']]
[['Shannon Hunter', 'startWorksFor', 'Hewlett Packard Enterprise', '2022-04-30']]
[['Sacha Kacki', 'startMemberOf', 'Agency for Science, Technology and Research', '2022-05-01']]
[['Mikhail Zhvanetsky', 'startWorksFor', 'Côte d\'Azur University', '2022-05-01']]
[['Wei Zhang', 'startAcademicDegree', 'Master of Music', '2022-05-01']]
[['Alastair Abbott', 'startAcademicDegree', 'Master of Education', '2022-05-01']]
[['Jorge Padilla', 'endWorksFor', 'NYU Langone Health', '2022-05-01']]
[['Coneda Ug', 'startLeader', 'Libor Chrobok', '2022-05-01']]
[['AgroParisTech', 'endLeader', 'Radovan Vítek', '2022-05-01']]
[['Blohm+Voss', 'startLeader', 'Radovan Vítek', '2022-05-01']]
[['Alec Ekeroma', 'startAcademicDegree', 'Master of Music', '2022-05-01']]
[['Phillip Russell', 'startAcademicDegree', 'Master of Business Administration', '2022-05-01']]
[['Kevin Grant', 'startAcademicDegree', 'Master of Business Administration', '2022-05-01']]
[['El ministerio del tiempo', 'startContentLocation', 'Columbia University Irving Medical Center', '2022-05-02']]
[['Romilly Madew', 'startWorksFor', 'Ppf Cyprus Management', '2022-05-02']]
[['Ceara Y Macinnis', 'endWorksFor', 'Environment and Climate Change Canada', '2022-05-02']]
[['Shannon Hunter', 'endWorksFor', 'Hewlett Packard Enterprise', '2022-05-02']]
[['Roger (footballer, born 1996)', 'endWorksFor', 'University of Cuenca', '2022-05-02']]
[['Aba Metapelet', 'startContentLocation', 'University College London', '2022-05-02']]
[['Cara Brosnahan', 'startAcademicDegree', 'Master of Business Administration', '2022-05-02']]
[['Anna Starzyńska', 'startMemberOf', 'All India Institute of Hygiene and Public Health', '2022-05-02']]
[['Yasmine Romero', 'startAcademicDegree', 'Master of Business Administration', '2022-05-02']]
[['Michael Breyl', 'endWorksFor', 'Ludwig Maximilian University of Munich', '2022-05-02']]
[['Joshua D Wright', 'startAcademicDegree', 'Master of Education', '2022-05-02']]
[['Maria Ressa', 'endWorksFor', 'All India Institute of Hygiene and Public Health', '2022-05-02']]
[['École Spéciale des Travaux Publics', 'startLeader', 'Fattah Amin', '2022-05-03']]
[['Md Sainur Samad', 'startAcademicDegree', 'Master of Business Administration', '2022-05-03']]
[['Equa bank', 'startMemberOf', 'Collis Real', '2022-05-03']]
[['Carouge', 'startLeader', 'Radovan Vítek', '2022-05-03']]
[['Michael P. Richards', 'startWorksFor', 'University College London', '2022-05-03']]
[['Isaiah Palermo', 'startMemberOf', 'Federal Ministry of Education and Research (Germany)', '2022-05-03']]
[['Ye Liu', 'startMemberOf', 'National Taiwan University', '2022-05-03']]
[['Qian Liu', 'startAcademicDegree', 'Master of Business Administration', '2022-05-03']]
[['Amelia Wirts', 'startAcademicDegree', 'Master of Music', '2022-05-03']]
[['First Kurti cabinet', 'startLeader', 'Libor Chrobok', '2022-05-04']]
[['Sairusi Nalaubu', 'startWorksFor', 'BlackRock', '2022-05-04']]
[['Henrik O\'Brien', 'endWorksFor', 'University of Utah', '2022-05-04']]
[['Wei E.I. Sha', 'startAcademicDegree', 'Master of Business Administration', '2022-05-04']]
[['Daniel Brocke', 'startWorksFor', 'Zentiva Group', '2022-05-04']]
[['Mány', 'startLeader', 'Fattah Amin', '2022-05-04']]
[['Xuesong Yin', 'startMemberOf', 'Ppf Cyprus Management', '2022-05-04']]
[['Rajamanickam Yuvaraj', 'endWorksFor', 'University of Kentucky', '2022-05-04']]
[['Alla Pugacheva', 'endWorksFor', 'Saint John\'s Health Center', '2022-05-04']]
[['Alla Pugacheva', 'endWorksFor', 'Saint John\'s Health Center', '2022-05-04']]
[['Gareth Hughes', 'endWorksFor', 'University of the West of England', '2022-05-05']]
[['Daniel Martín', 'endWorksFor', 'Biocruces Health Research Institute', '2022-05-05']]
[['Blac Chyna', 'endNotableWork', 'Rob & Chyna', '2022-05-05']]
[['École Spéciale des Travaux Publics', 'endLeader', 'Fattah Amin', '2022-05-05']]
[['Sachin Gupta', 'endWorksFor', 'Tohoku University', '2022-05-05']]
[['Michael P. Richards', 'endWorksFor', 'University College London', '2022-05-05']]
[['Syed Adney', 'award', 'Master of Business Administration', '2022-05-06']]
[['Andrea Montanino', 'endWorksFor', 'Polytechnic University of Milan', '2022-05-06']]
[['Laura Andrian Leal', 'endWorksFor', 'Hospital São Francisco', '2022-05-06']]
[['Suzan Ruijtenberg', 'endWorksFor', 'Hubrecht Institute', '2022-05-06']]
[['Concorde Ventures', 'endLeader', 'Robert S. Langer', '2022-05-07']]
[['Andrea Ganthaler', 'endWorksFor', 'Swiss Federal Institute for Forest, Snow and Landscape Research', '2022-05-07']]
[['Sarah Destin', 'award', 'Master of Business Administration', '2022-05-07']]
[['Sairusi Nalaubu', 'endWorksFor', 'BlackRock', '2022-05-07']]
[['Bonnie Berger', 'startMemberOf', 'National Institutes of Health', '2022-05-07']]
[['Yan Yang', 'endWorksFor', 'Houston Methodist Research Institute', '2022-05-07']]
[['Romilly Madew', 'endWorksFor', 'Ppf Cyprus Management', '2022-05-08']]
[['Adam Blythe', 'startMemberOf', 'University of Milano-Bicocca', '2022-05-08']]
[['Romilly Madew', 'endWorksFor', 'Ppf Cyprus Management', '2022-05-08']]
[['Tabea L Bauer', 'endWorksFor', 'University of Stuttgart', '2022-05-08']]
[['Younghyun Lee', 'endWorksFor', 'Columbia University Irving Medical Center', '2022-05-08']]
[['Romilly Madew', 'endWorksFor', 'Ppf Cyprus Management', '2022-05-08']]
[['Pegah Khosropanah', 'endWorksFor', 'University of Malaya', '2022-05-09']]
[['Jarno Peters', 'award', 'Doctor of Philosophy', '2022-05-09']]
[['Seattle', 'startLeader', 'Oldřich Bajer', '2022-05-09']]
[['Sameera Mohamed', 'endWorksFor', 'Council for Geoscience', '2022-05-09']]
[['Md Sainur Samad', 'startWorksFor', 'I.M.O.R.E.P', '2022-05-09']]
[['Merih Demiral', 'award', 'Master of Business Administration', '2022-05-10']]
[['Karlsøy', 'award', 'Master of Business Administration', '2022-05-10']]
[['Md Sainur Samad', 'endWorksFor', 'I.M.O.R.E.P', '2022-05-10']]
[['Sardar Malek', 'endWorksFor', 'Massachusetts Institute of Technology', '2022-05-10']]
[['Marcus Lightfoot', 'endWorksFor', 'BlackRock', '2022-05-10']]
[['Daniel Brocke', 'endWorksFor', 'Zentiva Group', '2022-05-10']]
[['Mikhail Zhvanetsky', 'endWorksFor', 'Côte d\'Azur University', '2022-05-10']]
[['Blohm+Voss', 'endLeader', 'Radovan Vítek', '2022-05-11']]
[['Glencore', 'startLeader', 'Marc Asbeck', '2022-05-11']]
[['Mány', 'endLeader', 'Fattah Amin', '2022-05-11']]
[['Lubabalo Mofu', 'endWorksFor', 'South African Institute for Aquatic Biodiversity', '2022-05-11']]
[['Krzysztof Sośnica', 'startWorksFor', 'Brittany And Loire University', '2022-05-11']]
[['Leif S. Anderson', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-05-11']]
[['Pirouz Hanachi', 'endWorksFor', 'Tehran Municipality', '2022-05-11']]
[['Lei Zhang', 'endWorksFor', 'Nanjing Normal University', '2022-05-12']]
[['Elena Vesnina', 'startWorksFor', 'Department of Home Affairs (Australia)', '2022-05-12']]
[['Carouge', 'endLeader', 'Radovan Vítek', '2022-05-12']]
[['EBay', 'award', 'Master of Business Administration', '2022-05-13']]
[['Ulrich Gerwig', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-05-13']]
[['Nikolina Sarcevic', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-05-14']]
[['Pompeu Fabra University', 'startLeader', 'Yair Lapid', '2022-05-15']]
[['Amiruddin Hamzah', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-05-15']]
[['Greater Wynnewood Exotic Animal Park', 'startLeader', 'Fattah Amin', '2022-05-15']]
[['Joseph Battle', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-05-15']]
[['Bø, Telemark', 'endLeader', 'Oldřich Bajer', '2022-05-16']]
[['Yotam Soreq', 'startWorksFor', 'Centre Hospitalier Universitaire De Bordeaux', '2022-05-17']]
[['Rövşən Eynullayev', 'startWorksFor', 'Federal University of São Carlos', '2022-05-17']]
[['Luca Covili', 'startWorksFor', 'Federal University of São Carlos', '2022-05-18']]
[['Telma Sousa Almeida', 'award', 'Master of Music', '2022-05-18']]
[['Casey Oliverson', 'startWorksFor', 'Federal University of São Carlos', '2022-05-19']]
[['Hyoseob Lim', 'startWorksFor', 'BlackRock', '2022-05-19']]
[['Pompeu Fabra University', 'endLeader', 'Yair Lapid', '2022-05-19']]
[['Coneda Ug', 'endLeader', 'Libor Chrobok', '2022-05-19']]
[['Jamel Waters', 'startWorksFor', 'Innogy Česká Republika', '2022-05-20']]
[['Anton Ivanov', 'startWorksFor', 'Department of Home Affairs (Australia)', '2022-05-20']]
[['Ethen Sampson', 'award', 'Doctor of Philosophy', '2022-05-20']]
[['Yusuke Takezawa', 'startWorksFor', 'Federal University of São Carlos', '2022-05-20']]
[['BBC Studios', 'startLeader', 'Radovan Vítek', '2022-05-20']]
[['Mark Donovan (cyclist)', 'award', 'Master of Business Administration', '2022-05-21']]
[['Mario Rondón', 'startWorksFor', 'Department of Home Affairs (Australia)', '2022-05-21']]
[['Jia-Hao He', 'startWorksFor', 'Brittany And Loire University', '2022-05-21']]
[['Laboratoire De Physique Théorique', 'startLeader', 'Libor Chrobok', '2022-05-22']]
[['Sándor Csoóri', 'award', 'Master of Business Administration', '2022-05-23']]
[['Denis Haruț', 'award', 'Master of Business Administration', '2022-05-23']]
[['Angela R Dorrough', 'startWorksFor', 'University of Copenhagen', '2022-05-23']]
[['Jennifer Manuzak', 'startWorksFor', 'Centre Hospitalier Universitaire De Bordeaux', '2022-05-23']]
[['Glencore', 'endLeader', 'Marc Asbeck', '2022-05-23']]
[['Izamal Municipality', 'startLeader', 'Lena Luthor', '2022-05-24']]
[['Armani Harris', 'startWorksFor', 'Innogy Česká Republika', '2022-05-24']]
[['Elijah Jackson', 'startWorksFor', 'University of Copenhagen', '2022-05-24']]
[['Hunucmá Municipality', 'endLeader', 'Radovan Vítek', '2022-05-25']]
[['Gina Cole', 'award', 'Master of Music', '2022-05-25']]
[['Xinjiang', 'startLeader', 'Nick Benninger', '2022-05-25']]
[['West Betuwe', 'startLeader', 'Véronique Sanson', '2022-05-26']]
[['Neta Lavi', 'award', 'Master of Fine Arts', '2022-05-26']]
[['Seattle', 'endLeader', 'Oldřich Bajer', '2022-05-26']]
[['Collège de France', 'startLeader', 'Véronique Sanson', '2022-05-27']]
[['Leikanger', 'startLeader', 'Oldřich Bajer', '2022-05-27']]
[['Jermaine Marshall', 'award', 'Scientific Professorship Degree', '2022-05-28']]
[['Ivan Tomičić', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-05-28']]
[['Malte Feja', 'startWorksFor', 'Centre Hospitalier Universitaire De Bordeaux', '2022-05-28']]
[['Andrew Andrews', 'startWorksFor', 'Centre Hospitalier Universitaire De Bordeaux', '2022-05-29']]
[['Greater Wynnewood Exotic Animal Park', 'endLeader', 'Fattah Amin', '2022-05-29']]
[['Andrei Pandele', 'startWorksFor', 'Turkey', '2022-05-30']]
[['Birgit Løgstrup', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-05-30']]
[['Leon Heinschke', 'award', 'Master of Business Administration', '2022-05-30']]
[['Nina K Wenke', 'award', 'Master of Music', '2022-05-30']]
[['Nablus', 'startLeader', 'Radovan Vítek', '2022-05-31']]
[['Edward Boyden', 'startWorksFor', 'University of Cambridge', '2022-05-31']]
[['Frédéric Keck', 'award', 'Master of Business Administration', '2022-05-31']]
[['Collège de France', 'endLeader', 'Véronique Sanson', '2022-05-31']]
[['Jaysean Paige', 'startWorksFor', 'University of Manchester', '2022-06-01']]
[['Brandon Tabb', 'startWorksFor', 'University of the West of England', '2022-06-01']]
[['Keli Leaupepe', 'startMemberOf', 'Copenhagen University Hospital', '2022-06-01']]
[['Kimberly Ertel', 'endWorksFor', 'Seattle', '2022-06-01']]
[['Yining Jiang', 'startWorksFor', 'Tohoku University', '2022-06-01']]
[['Ana Costa', 'endWorksFor', 'Faculty Of Medicine Of The University Of Porto', '2022-06-01']]
[['Ulrich Gerwig', 'award', 'Master of Music', '2022-06-01']]
[['West Betuwe', 'endLeader', 'Véronique Sanson', '2022-06-01']]
[['Casey Oliverson', 'endWorksFor', 'Federal University of São Carlos', '2022-06-01']]
[['Papa Alioune Ndour', 'endWorksFor', 'Institut National De La Transfusion Sanguine', '2022-06-01']]
[['Xinjiang', 'endLeader', 'Nick Benninger', '2022-06-01']]
[['Mariana Felisa Ballesteros-Escamilla', 'endWorksFor', 'Instituto Politécnico Nacional', '2022-06-02']]
[['Jennifer Manuzak', 'endWorksFor', 'Centre Hospitalier Universitaire De Bordeaux', '2022-06-02']]
[['Tham Piumsomboon', 'startAcademicDegree', 'Master of Education', '2022-06-02']]
[['Rachael A Bay', 'startMemberOf', 'Tohoku University', '2022-06-02']]
[['Mengying Xie', 'startAcademicDegree', 'Master of Business Administration', '2022-06-02']]
[['Yining Jiang', 'endWorksFor', 'Tohoku University', '2022-06-02']]
[['Laboratoire De Physique Théorique', 'endLeader', 'Libor Chrobok', '2022-06-02']]
[['Rebecca Baxter', 'endWorksFor', 'La Trobe University', '2022-06-02']]
[['Upper Bavaria', 'startLeader', 'Fattah Amin', '2022-06-02']]
[['Andrei Pandele', 'endWorksFor', 'Turkey', '2022-06-02']]
