[['Timur Melekestsev', 'endMemberOf', 'FC Dynamo Makhachkala', '2022-01-01']]
[['Denis Laptev', 'endMemberOf', 'FC Torpedo Moscow', '2022-12-01']]
[['Dmitry Lisakovich', 'endMemberOf', 'FC Isloch Minsk Raion', '2022-12-01']]
[['Mu Kanazaki', 'endMemberOf', 'Oita Trinita', '2022-12-01']]
[['Shinzo Koroki', 'endMemberOf', 'Hokkaido Consadole Sapporo', '2022-12-01']]
[['Yevgeny Fomin', 'endMemberOf', 'Bumprom Gomel', '2022-12-01']]
[['Boris Konevega', 'endMemberOf', 'Fc Niva Doŭbizna', '2022-12-01']]
[['Aliaksiej Kaltyhin', 'endMemberOf', 'FC Krumkachy Minsk', '2022-12-01']]
[['Steven Vitória', 'startMemberOf', 'Canada men\' s national soccer team', '2022-12-01']]
[['Michał Skóraś', 'startMemberOf', 'Lech Poznań', '2022-12-01']]
[['Michał Skóraś', 'startMemberOf', 'Poland national football team', '2022-12-01']]
[['Liam Fraser', 'startMemberOf', 'Canada men\' s national soccer team', '2022-12-01']]
[['Sebastián Córdova', 'startMemberOf', 'Tigres UANL', '2022-12-03']]
[['Sebastián Córdova', 'startMemberOf', 'Mexico national football team generic instance', '2022-12-03']]
[['Sergio Peña ( Peruvian footballer)', 'startMemberOf', 'Malmö FF', '2022-12-03']]
[['Sergio Peña ( Peruvian footballer)', 'startMemberOf', 'Peru national football team generic instance', '2022-12-03']]
[['Damian Szymański', 'startMemberOf', 'Poland national football team', '2022-12-04']]
[['Kurt Zouma', 'startMemberOf', 'France national football team generic instance', '2022-12-10']]
[['Ömer Toprak', 'startMemberOf', 'Antalyaspor', '2022-12-10']]
[['Kurt Zouma', 'startMemberOf', 'West Ham United F. C.', '2022-12-10']]
[['Diego Rossi', 'startMemberOf', 'Uruguay national under-23 football team', '2022-12-17']]
[['Diego Rossi', 'startMemberOf', 'Uruguay national football team generic instance', '2022-12-17']]
[['Bilal El Khannous', 'startMemberOf', 'Morocco national football team generic instance', '2022-12-17']]
[['Maksim Valadzko', 'startMemberOf', 'FC Santa Coloma', '2022-12-18']]
[['Yegor Bogomolsky', 'startMemberOf', 'Neftçi PFK', '2022-12-23']]
[['Yegor Khvalko', 'startMemberOf', 'Kapaz PFK', '2022-12-25']]
[['Tim Tito Rademacher', 'endWorksFor', 'Université du Québec en Outaouais', '2022-12-31']]
