[['Timur Melekestsev', 'endMemberOf', 'FC Dynamo Makhachkala', '2022-01-01']]
[['Eliaquim Mangala', 'startMemberOf', 'AS Saint-Étienne', '2022-01-01']]
[['Emil Feldberg Hansen', 'startMemberOf', 'Restaurant Suri– Carl Ras', '2022-01-01']]
[['Ergys Kaçe', 'endMemberOf', 'FK Partizani Tirana', '2022-01-01']]
[['Priscilla Mota', 'endMemberOf', 'Estação Primeira de Mangueira', '2022-01-01']]
[['Ander Gorostidi', 'endMemberOf', 'AD Alcorcón', '2022-01-01']]
[['Jon Ander ( footballer, born 1990)', 'endMemberOf', 'SD Logroñés', '2022-01-01']]
[['Iker San Vicente', 'startMemberOf', 'SD Leioa', '2022-01-01']]
[['Tim Wellens', 'endMemberOf', 'Lotto– Dstny', '2022-01-01']]
[['Roxane Fournier', 'endMemberOf', 'SD Worx', '2022-01-01']]
[['Ander Vitoria', 'endMemberOf', 'Cultural y Deportiva Leonesa', '2022-01-01']]
[['Andrea Pasqualon', 'endMemberOf', 'Intermarché– Circus– Wanty', '2022-01-01']]
[['Alex Jones ( basketball)', 'endMemberOf', 'Iwate Big Bulls', '2022-01-01']]
[['Noah Allen', 'endMemberOf', 'Palencia Baloncesto', '2022-01-01']]
[['Collège de France', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Iker Hernández', 'startMemberOf', 'Santiago Wanderers', '2022-01-01']]
[['Pierre Oriola', 'endMemberOf', 'FC Barcelona Bàsquet', '2022-01-01']]
[['Garlon Green', 'endMemberOf', 'CSM Oradea ( men\' s basketball)', '2022-01-01']]
[['University of Cape Town', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Aleksandr Makas', 'startMemberOf', 'FC Gomel', '2022-01-01']]
[['Martín Merquelanz', 'endMemberOf', 'Rayo Vallecano', '2022-01-01']]
[['Pompeu Fabra University', 'startMemberOf', 'Guild of European Research-Intensive Universities', '2022-01-01']]
[['Juan Diego Alba', 'startMemberOf', 'GW Shimano– Sidermec', '2022-01-01']]
[['Joey Rosskopf', 'endMemberOf', 'Human Powered Health ( men\' s team)', '2022-01-01']]
[['Xeber Alkain', 'endMemberOf', 'Real Sociedad B', '2022-01-01']]
[['Université du Québec en Abitibi-Témiscamingue', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Kirill Zinovich', 'endMemberOf', 'FC Kazanka Moscow', '2022-01-01']]
[['Claudia Mota', 'startMemberOf', 'Paraíso do Tuiuti', '2022-01-01']]
[['Timur Pukhov', 'startMemberOf', 'FC Ararat Yerevan', '2022-01-01']]
[['Filippo Conca', 'endMemberOf', 'Lotto– Dstny', '2022-01-01']]
[['Hwang In-beom', 'startMemberOf', 'FC Seoul', '2022-01-01']]
[['Leandro Putaro', 'endMemberOf', 'SC Verl', '2022-01-01']]
[['Aarhus University', 'startMemberOf', 'Guild of European Research-Intensive Universities', '2022-01-01']]
[['Artem Sukhotskyi', 'startMemberOf', 'FC Chornomorets Odesa', '2022-01-01']]
[['Cyrus Christie', 'startMemberOf', 'Swansea City A. F. C.', '2022-01-01']]
[['Rick Ottema', 'endMemberOf', 'Metec– Solarwatt p u002F b Mantel', '2022-01-01']]
[['Reon Potts', 'endMemberOf', 'York City F. C.', '2022-01-01']]
[['Billel Benhammouda', 'endMemberOf', 'USM Alger', '2022-01-01']]
[['Hong Chul', 'endMemberOf', 'Ulsan Hyundai FC', '2022-01-01']]
[['Joey Baker', 'endMemberOf', 'Duke Blue Devils men\' s basketball', '2022-01-01']]
[['Arnau Parrado', 'endMemberOf', 'CB Prat', '2022-01-01']]
[['Artur Boruc', 'endMemberOf', 'Legia Warsaw', '2022-01-01']]
[['Maja Miljković', 'endMemberOf', 'Kayseri Basketbol', '2022-01-01']]
[['Filip Kostić', 'endMemberOf', 'Eintracht Frankfurt', '2022-01-01']]
[['Svante Pääbo', 'startAward', 'Nobel Prize in Physiology or Medicine generic instance', '2022-01-01']]
[['Alexander Iriondo', 'endMemberOf', 'Club Portugalete', '2022-01-01']]
[['Iñigo Orozco', 'endMemberOf', 'SD Amorebieta', '2022-01-01']]
[['Martín Cáceres', 'endMemberOf', 'Cagliari Calcio', '2022-01-01']]
[['Diego Godín', 'startMemberOf', 'Clube Atlético Mineiro', '2022-01-01']]
[['Dominika Sobolska', 'endMemberOf', 'Nilüfer Belediyespor ( women\' s volleyball)', '2022-01-01']]
[['Zeke Moore ( basketball)', 'startMemberOf', 'ADA Blois Basket 41', '2022-01-01']]
[['Junior Mbele', 'endMemberOf', 'Al-Nasr SC ( Benghazi)', '2022-01-01']]
[['Timothy Dupont', 'endMemberOf', 'Bingoal WB', '2022-01-01']]
[['Mohammed Ali Bemammer', 'endMemberOf', 'Ittihad Tanger', '2022-01-01']]
[['Gijs Van Hoecke', 'endMemberOf', 'AG2R Citroën Team', '2022-01-01']]
[['Drew Weissman', 'startAward', 'Jessie Stevenson Kovalenko Medal', '2022-01-01']]
[['Valery Bocherov', 'endMemberOf', 'Belarus national under-21 football team', '2022-01-01']]
[['Christophe Noppe', 'endMemberOf', 'Arkéa– Samsic', '2022-01-01']]
[['Xabier Etxeita', 'endMemberOf', 'SD Eibar', '2022-01-01']]
[['Academia Sinica', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01']]
[['Julien Vermote', 'endMemberOf', 'Alpecin– Deceuninck', '2022-01-01']]
[['Jayden Oosterwolde', 'endPlaysIn', 'Eredivisie generic instance', '2022-01-01']]
[['McGill University', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Sam Bewley', 'endMemberOf', 'Team Jayco– AlUla ( men\' s team)', '2022-01-01']]
[['David Soto Ruiz', 'endMemberOf', 'CD Calahorra', '2022-01-01']]
[['Université de Sherbrooke', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Antxon Jaso', 'endMemberOf', 'Athletic Bilbao B', '2022-01-01']]
[['National Autonomous University of Mexico', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Asier Usarraga', 'endMemberOf', 'Aviron Bayonnais', '2022-01-01']]
[['Iñaki Recio', 'endMemberOf', 'Real Sociedad C', '2022-01-01']]
[['Jorge Sánchez ( footballer, born 1997)', 'endMemberOf', 'Club América', '2022-01-01']]
[['Edson Pereira', 'endMemberOf', 'Mocidade Alegre', '2022-01-01']]
[['Université catholique de Louvain', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Sergi García ( basketball)', 'endMemberOf', 'CB Gran Canaria', '2022-01-01']]
[['Jon Bautista', 'endMemberOf', 'CD Leganés', '2022-01-01']]
[['Melanie Finch', 'endAward', 'Superstars Of Stem', '2022-01-01']]
[['Edgar Nohales', 'startMemberOf', 'Spor Toto Cycling Team', '2022-01-01']]
[['Quicala Bari', 'startMemberOf', 'Club Portugalete', '2022-01-01']]
[['Viktor Angelov', 'endMemberOf', 'FC Voluntari', '2022-01-01']]
[['Kyle Murphy ( cyclist)', 'endMemberOf', 'Human Powered Health ( men\' s team)', '2022-01-01']]
[['Quicala Bari', 'endMemberOf', 'Deportivo Alavés', '2022-01-01']]
[['Niki Terpstra', 'endMemberOf', 'Team TotalEnergies', '2022-01-01']]
[['Saša Borovnjak', 'endMemberOf', 'Fundación Lucentum Baloncesto', '2022-01-01']]
[['Dominik Mavra', 'endMemberOf', 'KK Zadar', '2022-01-01']]
[['Anass Zaroury', 'endMemberOf', 'R. Charleroi S. C.', '2022-01-01']]
[['Michał Kołodziej', 'endMemberOf', 'Twarde Pierniki Toruń', '2022-01-01']]
[['Trent University', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Lorenzo Brown', 'endMemberOf', 'BC UNICS', '2022-01-01']]
[['Nikita Supranovich', 'endMemberOf', 'Belarus national under-21 football team', '2022-01-01']]
[['Titia de Lange', 'startAward', 'Foreign Member Of The Royal Society generic instance', '2022-01-01']]
[['Marlon Flores', 'startMemberOf', 'União da Ilha do Governador', '2022-01-01']]
[['Juraj Sagan', 'startMemberOf', 'Team TotalEnergies', '2022-01-01']]
[['Martín Aguirregabiria', 'endMemberOf', 'Deportivo Alavés', '2022-01-01']]
[['Anthony Duruji', 'endMemberOf', 'Florida Gators men\' s basketball', '2022-01-01']]
[['Terrence Tisdell', 'startMemberOf', 'FC Botoșani', '2022-01-01']]
[['Marcão ( footballer, born 1996)', 'endMemberOf', 'Galatasaray S. K. ( football)', '2022-01-01']]
[['Iñigo López Gálvez', 'startMemberOf', 'Arenas Club de Getxo', '2022-01-01']]
[['Wilco Kelderman', 'endMemberOf', 'Bora– Hansgrohe', '2022-01-01']]
[['Bruma ( footballer)', 'endPlaysIn', 'Eredivisie generic instance', '2022-01-01']]
[['Sonny Colbrelli', 'endMemberOf', 'Team Bahrain Victorious', '2022-01-01']]
[['Jan Bakelants', 'endMemberOf', 'Intermarché– Circus– Wanty', '2022-01-01']]
[['Gonzalo Jara ( footballer, born 1985)', 'startMemberOf', 'Coquimbo Unido', '2022-01-01']]
[['Julian Mertens', 'endMemberOf', 'Team Flanders– Baloise', '2022-01-01']]
[['Amalie Dideriksen', 'endMemberOf', 'Trek– Segafredo ( women\' s team)', '2022-01-01']]
[['Tomás Tavares', 'endMemberOf', 'FC Basel', '2022-01-01']]
[['University of Málaga', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Borja Ekiza', 'endMemberOf', 'UDC Txantrea', '2022-01-01']]
[['Ruslan Medzhitov', 'startAward', 'Fellow Of The American Academy Of Arts And Sciences generic instance', '2022-01-01']]
[['University of Oslo', 'startMemberOf', 'Guild of European Research-Intensive Universities', '2022-01-01']]
[['Lisa Brennauer', 'endMemberOf', 'Ceratizit– WNT Pro Cycling', '2022-01-01']]
[['Youssouf Diarra', 'endMemberOf', 'Athletic Bilbao B', '2022-01-01']]
[['Gabriel Jesus', 'endMemberOf', 'Manchester City F. C.', '2022-01-01']]
[['University of the Western Cape', 'startMemberOf', 'Association of African Universities', '2022-01-01']]
[['Oriol Paulí', 'endMemberOf', 'BC Andorra', '2022-01-01']]
[['Grenoble Alpes University', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Nacho Martín ( basketball)', 'endMemberOf', 'CB Estudiantes', '2022-01-01']]
[['Hamza Jelassi', 'startMemberOf', 'Al-Ahly SC ( Benghazi)', '2022-01-01']]
[['Volodymyr Gerun', 'endMemberOf', 'Büyükçekmece Basketbol', '2022-01-01']]
[['Mikel Santamaría', 'endMemberOf', 'Racing Rioja CF', '2022-01-01']]
[['Reggie Upshaw', 'startMemberOf', 'Mitteldeutscher BC', '2022-01-01']]
[['Texas Tech University', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01']]
[['Ghent University', 'startMemberOf', 'Guild of European Research-Intensive Universities', '2022-01-01']]
[['Eneko Zabaleta', 'endMemberOf', 'CD Calahorra', '2022-01-01']]
[['Morteza Pouraliganji', 'endMemberOf', 'Shenzhen F. C.', '2022-01-01']]
[['Oleg Pliyev', 'endMemberOf', 'FC Dynamo Saint Petersburg', '2022-01-01']]
[['Matthew Holmes ( cyclist)', 'endMemberOf', 'Lotto– Dstny', '2022-01-01']]
[['Fundação para a Ciência e Tecnologia', 'startMemberOf', 'Science Europe', '2022-01-01']]
[['Mohammad Rashid Mazaheri', 'endMemberOf', 'Esteghlal F. C.', '2022-01-01']]
[['Rodrigo Contreras ( cyclist)', 'startMemberOf', 'EPM– Scott', '2022-01-01']]
[['Hungarian Academy of Sciences', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01']]
[['German Barkovskiy', 'startMemberOf', 'FC Rukh Brest', '2022-01-01']]
[['Ain Shams University', 'startMemberOf', 'Association of African Universities', '2022-01-01']]
[['Cristian Raileanu', 'startMemberOf', 'Sakarya BB Pro Team', '2022-01-01']]
[['Eneko Delgado', 'endMemberOf', 'Gernika Club', '2022-01-01']]
[['Université de Sherbrooke', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Ander Santamaria', 'endMemberOf', 'Club Portugalete', '2022-01-01']]
[['Marcus Ferreira', 'endMemberOf', 'Unidos do Viradouro', '2022-01-01']]
[['Alicia Ogoms', 'endMemberOf', 'Volley Bergamo 1991', '2022-01-01']]
[['Research Foundation – Flanders ( FWO)', 'startMemberOf', 'Science Europe', '2022-01-01']]
[['Annemiek van Vleuten', 'startAward', 'Vélo d\' Or', '2022-01-01']]
[['Daniel Wass', 'startMemberOf', 'Atlético Madrid', '2022-01-01']]
[['Alyaksandr Nyachayew', 'startMemberOf', 'Sabah FC ( Azerbaijan)', '2022-01-01']]
[['Sofia D U0027 Odorico', 'endMemberOf', 'AGIL Volley', '2022-01-01']]
[['Hamza Rafia', 'startMemberOf', 'U. S. Cremonese', '2022-01-01']]
[['Eneko Undabarrena', 'endMemberOf', 'Burgos CF', '2022-01-01']]
[['Tatiana Guderzo', 'startMemberOf', 'Top Girls Fassa Bortolo', '2022-01-01']]
[['University of Western Ontario', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Lakehead University', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Adam Mokoka', 'endMemberOf', 'Nanterre 92', '2022-01-01']]
[['Jean Monnet University', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['École des ponts ParisTech', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Savva Novikov', 'endMemberOf', 'Equipo Kern Pharma', '2022-01-01']]
[['Marjolein van \' t Geloof', 'endMemberOf', 'Le Col– Wahoo', '2022-01-01']]
[['Sven Burger', 'endMemberOf', 'BEAT Cycling', '2022-01-01']]
[['Jon Mikel Magunagoitia', 'endMemberOf', 'Zamora CF', '2022-01-01']]
[['Beñat Garro', 'endMemberOf', 'Arenas Club de Getxo', '2022-01-01']]
[['Mark Donovan ( cyclist)', 'endMemberOf', 'Team DSM ( men\' s team)', '2022-01-01']]
[['María Díez Busqué', 'endMemberOf', 'CP Manlleu', '2022-01-01']]
[['Russian Academy of Sciences', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01']]
[['Yury Kendysh', 'startMemberOf', 'Riga FC', '2022-01-01']]
[['Asier Grande', 'endMemberOf', 'Arenas Club de Getxo', '2022-01-01']]
[['Erik Bergström Frisk', 'startMemberOf', 'Ferei– CCN', '2022-01-01']]
[['Andoni López', 'startMemberOf', 'SD Amorebieta', '2022-01-01']]
[['Pierre Rolland ( cyclist)', 'endMemberOf', 'B& B Hotels– KTM', '2022-01-01']]
[['Antonio Rüdiger', 'startMemberOf', 'Real Madrid CF', '2022-01-01']]
[['Margarita Victoria García', 'endMemberOf', 'UAE Team ADQ', '2022-01-01']]
[['Alexandria University', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['GW Shimano– Sidermec', 'endLocation', 'Italy', '2022-01-01']]
[['Elijah Just', 'endMemberOf', 'FC Helsingør', '2022-01-01']]
[['Terrence Tisdell', 'endMemberOf', 'Kocaelispor', '2022-01-01']]
[['Jake Layman', 'endMemberOf', 'Minnesota Timberwolves', '2022-01-01']]
[['Khvicha Kvaratskhelia', 'endMemberOf', 'FC Rubin Kazan', '2022-01-01']]
[['Aix-Marseille University', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Carles Grau Tallada', 'endMemberOf', 'HC Liceo', '2022-01-01']]
[['Matthew Smith ( footballer, born 1999)', 'endMemberOf', 'Manchester City F. C. EDS and Academy', '2022-01-01']]
[['Mohammed Al-Saiari', 'endMemberOf', 'Al Faisaly FC', '2022-01-01']]
[['Christoffer Lisson', 'endMemberOf', 'Riwal Cycling Team', '2022-01-01']]
[['Bulgarian Academy of Sciences', 'startMemberOf', 'Science Europe', '2022-01-01']]
[['Evy Kuijpers', 'startMemberOf', 'Human Powered Health ( women\' s team)', '2022-01-01']]
[['Spanish National Research Council', 'startMemberOf', 'Science Europe', '2022-01-01']]
[['Kasper Andersen ( cyclist)', 'startMemberOf', 'Hagens Berman Axeon', '2022-01-01']]
[['University of Versailles Saint-Quentin-en-Yvelines', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Zoran Josipovic', 'startMemberOf', 'FC Lugano', '2022-01-01']]
[['Ryan Edmondson', 'endMemberOf', 'Leeds United F. C.', '2022-01-01']]
[['Laia Palau', 'endMemberOf', 'Uni Girona CB', '2022-01-01']]
[['Hwang Hee-chan', 'endMemberOf', 'RB Leipzig', '2022-01-01']]
[['Alexander Konychev', 'endMemberOf', 'Team Jayco– AlUla ( men\' s team)', '2022-01-01']]
[['Human Sciences Research Council', 'startMemberOf', 'International Science Council', '2022-01-01']]
[['University of Alberta', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Charlie Moore ( basketball)', 'endMemberOf', 'Miami Hurricanes men\' s basketball', '2022-01-01']]
[['Sergio Rico', 'startMemberOf', 'RCD Mallorca', '2022-01-01']]
[['Andy Rautins', 'startMemberOf', 'AEK B. C.', '2022-01-01']]
[['Silas Leléu', 'startMemberOf', 'Inocentes De Belford Roxo', '2022-01-01']]
[['Bohdan Myshenko', 'startMemberOf', 'FC Lviv', '2022-01-01']]
[['Nick Calathes', 'endMemberOf', 'FC Barcelona Bàsquet', '2022-01-01']]
[['Anna Danesi', 'endMemberOf', 'Unione Sportiva Pro Victoria Pallavolo Monza', '2022-01-01']]
[['Iñigo Ibargoien', 'endMemberOf', 'Arenas Club de Getxo', '2022-01-01']]
[['Codi Miller-McIntyre', 'endMemberOf', 'BC Andorra', '2022-01-01']]
[['Wagner Gonçalves', 'startMemberOf', 'Estácio de Sá ( samba school)', '2022-01-01']]
[['Ekhi Bravo', 'endMemberOf', 'Real Unión B', '2022-01-01']]
[['Dmitry Antilevsky', 'startMemberOf', 'FC Dinamo Tbilisi', '2022-01-01']]
[['Ruben Guerreiro', 'endMemberOf', 'EF Education– EasyPost', '2022-01-01']]
[['Sebastian Tounekti', 'endMemberOf', 'FK Bodø u002F Glimt', '2022-01-01']]
[['Anthony Maisonnial', 'endMemberOf', 'Football Bourg-en-Bresse Péronnas 01', '2022-01-01']]
[['Anton Chichkan', 'startMemberOf', 'FC Ufa', '2022-01-01']]
[['Kristijan Lovrić', 'endMemberOf', 'HNK Gorica', '2022-01-01']]
[['Florian Dauphin', 'startMemberOf', 'Vc Pays De Loudéac', '2022-01-01']]
[['University of Barcelona', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Ben Perry', 'startMemberOf', 'AT85 Pro Cycling', '2022-01-01']]
[['Przemek Karnowski', 'endMemberOf', 'Twarde Pierniki Toruń', '2022-01-01']]
[['Aritz Castro', 'endMemberOf', 'Arenas Club de Getxo', '2022-01-01']]
[['Yannick Franke', 'endMemberOf', 'Trefl Sopot', '2022-01-01']]
[['Abdullah Al-Hafith', 'endMemberOf', 'Al-Ittihad Club ( Jeddah)', '2022-01-01']]
[['Unai Bustinza', 'endMemberOf', 'CD Leganés', '2022-01-01']]
[['MD Anderson Cancer Center', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01']]
[['Ivan Konovalov', 'startMemberOf', 'Livingston F. C.', '2022-01-01']]
[['Camille Lopez', 'endMemberOf', 'ASM Clermont Auvergne', '2022-01-01']]
[['Etienne van Empel', 'startMemberOf', 'China Glory Continental Cycling Team', '2022-01-01']]
[['Institut national de la recherche scientifique', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Romain Fleurier', 'endMemberOf', 'Football Bourg-en-Bresse Péronnas 01', '2022-01-01']]
[['University of Cyprus', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Paola Egonu', 'endMemberOf', 'Imoco Volley', '2022-01-01']]
[['University of British Columbia', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Koldo Obieta', 'endMemberOf', 'SD Amorebieta', '2022-01-01']]
[['Markel Areitio', 'endMemberOf', 'Barakaldo CF', '2022-01-01']]
[['Asier Parra Cuezva', 'endMemberOf', 'UD Melilla', '2022-01-01']]
[['Aurélien Tchouaméni', 'startMemberOf', 'Real Madrid CF', '2022-01-01']]
[['Gorka Pérez', 'endMemberOf', 'CD Badajoz', '2022-01-01']]
[['Sergio Rodríguez', 'endMemberOf', 'Olimpia Milano', '2022-01-01']]
[['Antonio Rüdiger', 'endMemberOf', 'Chelsea F. C.', '2022-01-01']]
[['École normale supérieure ( Paris)', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Denis Yaskovich', 'startMemberOf', 'FC Minsk', '2022-01-01']]
[['J U002E D U002E Weatherspoon', 'startMemberOf', 'Earth Friends Tokyo Z', '2022-01-01']]
[['Adrián Chapela', 'endMemberOf', 'Club Melilla Baloncesto', '2022-01-01']]
[['University of Bucharest', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Sébastien Reichenbach', 'endMemberOf', 'Groupama– FDJ', '2022-01-01']]
[['Sylvester Berg', 'endMemberOf', 'CB Ciudad de Valladolid', '2022-01-01']]
[['Chimie ParisTech', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Lars Friis', 'endWorksFor', 'Viborg FF', '2022-01-01']]
[['University of Calgary', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Antxon Jaso', 'startMemberOf', 'Real Unión', '2022-01-01']]
[['Carolyn Bertozzi', 'startAward', 'Nobel Prize in Chemistry generic instance', '2022-01-01']]
[['Ahmed Musa', 'endMemberOf', 'Fatih Karagümrük S. K.', '2022-01-01']]
[['Driss Fettouhi', 'endMemberOf', 'Al-Sailiya SC', '2022-01-01']]
[['Adama Traoré ( footballer, born 1996)', 'startMemberOf', 'FC Barcelona', '2022-01-01']]
[['Fausto Ruesga', 'startMemberOf', 'Club Melilla Baloncesto', '2022-01-01']]
[['Umar Sadiq', 'endMemberOf', 'UD Almería', '2022-01-01']]
[['Alyaksey Ivanow', 'startMemberOf', 'FC Torpedo-BelAZ Zhodino', '2022-01-01']]
[['Katalin Karikó', 'startAward', 'Pearl Meister Greengard Prize', '2022-01-01']]
[['University of Zagreb', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
