[['Boyd van der Vuurst de Vries', 'endMemberOf', 'AB Castelló', '2026-01-01'], ['Kimberly Drewniok', 'endMemberOf', 'ASPTT Mulhouse', '2026-01-01'], ['Dragan Zeković', 'endMemberOf', 'Lions de Genève', '2026-01-01'], ['Michelle Bartsch-Hackley', 'endMemberOf', 'VakıfBank S. K.', '2026-01-01']]
[['Oh Seung-Hee', 'endMemberOf', 'CLC ( group)', '2026-01-01'], ['Sanja Vučić', 'endMemberOf', 'Hurricane ( Serbian band)', '2026-01-01'], ['Kwon Eun-bin', 'endMemberOf', 'CLC ( group)', '2026-01-01'], ['Seungyeon', 'endMemberOf', 'CLC ( group)', '2026-01-01']]
[['Yailin La Más Viral', 'startSpouse', 'Anuel AA', '2026-01-01'], ['Amanda Miguel', 'endSpouse', 'Diego Verdaguer', '2026-01-01'], ['Anuel AA', 'startSpouse', 'Yailin La Más Viral', '2026-01-01'], ['Eugenio Derbez', 'endSpouse', 'Alessandra Rosaldo', '2026-01-01']]
[['Richard J U002E White', 'endWorksFor', 'University of Cambridge', '2026-02-28'], ['Andrew J U002E Rigby', 'endWorksFor', 'Cardiff University', '2026-09-30']]
[['Kerstin Perez', 'endWorksFor', 'Massachusetts Institute of Technology', '2026-01-01'], ['Philip Evans', 'endWorksFor', 'Wheaton College ( Illinois)', '2026-01-01'], ['Giulia Pozzi', 'startWorksFor', 'Massachusetts Institute of Technology', '2026-02-01'], ['Laurie Leshin', 'endWorksFor', 'Worcester Polytechnic Institute', '2026-05-01']]
[['Sergei V. Kalinin', 'endWorksFor', 'Oak Ridge National Laboratory', '2026-03-01'], ['Griffith University', 'startMemberOf', 'Australian Research Data Commons', '2026-08-01'], ['Federation University Australia', 'startMemberOf', 'Australian Research Data Commons', '2026-08-01'], ['CSIRO', 'startMemberOf', 'Australian Research Data Commons', '2026-08-01']]
[['University of South Australia', 'startMemberOf', 'Australian Research Data Commons', '2026-08-01'], ['Ricardo Soberón Garrido', 'endWorksFor', 'National Commission For Development And A Drug-Free Lifestyle', '2026-12-23']]
[['Ayman al-Zawahiri', 'endMemberOf', 'Al-Qaeda', '2026-01-01'], ['Jacques Suaudeau', 'endWorksFor', 'Fondation Jérôme Lejeune', '2026-01-01'], ['Peter Go', 'endWorksFor', 'St U002E Antonius Hospital', '2026-01-01']]
[['Uscx Cyclocross Series 2026-2023', 'startLocation', 'Roanoke, Virginia', '2026-09-17'], ['Uscx Cyclocross Series 2026-2023', 'endLocation', 'Roanoke, Virginia', '2026-09-18'], ['Uscx Cyclocross Series 2026-2023', 'startLocation', 'Rochester, New York', '2026-09-24'], ['Uscx Cyclocross Series 2026-2023', 'endLocation', 'Rochester, New York', '2026-09-25']]
[['Peiter Zatko', 'endWorksFor', 'Twitter, Inc.', '2026-01-01'], ['Vijaya Gadde', 'endWorksFor', 'Twitter, Inc.', '2026-01-01'], ['Tanja Pavel', 'endWorksFor', 'Globus ( hypermarket)', '2026-01-01']]
[['Eli Cohen', 'endWorksFor', 'Mekorot', '2026-01-01'], ['Miguel de Icaza', 'endWorksFor', 'Microsoft', '2026-01-01'], ['Josh Harris ( businessman)', 'endWorksFor', 'Apollo Global Management', '2026-01-01'], ['Peter Altabef', 'endWorksFor', 'Unisys', '2026-01-01']]
[['Christian Giudicelli', 'endMemberOf', 'Comité De Lecture Des Éditions Gallimard', '2026-01-01'], ['Benoît Prieur', 'startMemberOf', 'Affiliations Committee', '2026-03-01'], ['Camelia Boban', 'endMemberOf', 'Affiliations Committee', '2026-08-03'], ['Sarah Legge', 'endMemberOf', 'Threatened Species Scientific Committee', '2026-11-30']]
[['Rodrigo Negri', 'endMemberOf', 'Estação Primeira de Mangueira', '2026-01-01'], ['Severo Luzardo', 'startMemberOf', 'União da Ilha do Governador', '2026-01-01'], ['Tiganá', 'endMemberOf', 'Camisa Verde E Branco', '2026-01-01'], ['Alex Neoral', 'endMemberOf', 'Unidos do Viradouro', '2026-01-01']]
[['Saint-Georges, French Guiana', 'endLocation', 'Arrondissement of Cayenne', '2026-10-25'], ['Nieuw-Helvoet', 'endLocation', 'Hellevoetsluis', '2026-12-31'], ['Nieuwenhoorn', 'endLocation', 'Hellevoetsluis', '2026-12-31'], ['Oude en Nieuwe Struiten', 'endLocation', 'Hellevoetsluis', '2026-12-31']]
[['Glória Maria', 'endWorksFor', 'TV Globo', '2026-01-01'], ['Vinícius Coimbra', 'endWorksFor', 'TV Globo', '2026-01-01'], ['Galvão Bueno', 'endWorksFor', 'TV Globo', '2026-12-18']]
[['Isaiah Steven Williams', 'endWorksFor', 'Lifetouch', '2026-01-01'], ['Jeff Zucker', 'endWorksFor', 'NBCUniversal', '2026-01-01']]
[['Marcin Nawrot', 'endWorksFor', 'Ministry of Foreign Affairs ( Poland)', '2026-01-01'], ['Zdzisław Raczyński', 'endWorksFor', 'Ministry of Foreign Affairs ( Poland)', '2026-01-01']]
[['', 'endLocation', 'Belozersky District, Kurgan Oblast', '2026-01-09'], ['', 'endLocation', 'Tver Oblast', '2026-05-16'], ['', 'endLocation', 'Kimrsky District', '2026-05-16']]
[['Université du Québec à Montréal', 'startMemberOf', 'Digital Research Alliance Of Canada', '2026-01-01'], ['University of Waterloo', 'startMemberOf', 'Digital Research Alliance Of Canada', '2026-01-01'], ['Université du Québec', 'startMemberOf', 'Digital Research Alliance Of Canada', '2026-01-01'], ['Luca Ciambelli', 'endWorksFor', 'International Solvay Institutes', '2026-01-01']]
[['Queen\' s University at Kingston', 'startMemberOf', 'Digital Research Alliance Of Canada', '2026-01-01'], ['Dalhousie University', 'startMemberOf', 'Digital Research Alliance Of Canada', '2026-01-01'], ['Camilla Souto', 'endWorksFor', 'Smithsonian Institution', '2026-01-07'], ['James L. Powell', 'endMemberOf', 'Committee for Skeptical Inquiry', '2026-03-19']]
[['Open Society Foundations', 'startMemberOf', 'Emerging Practitioners in Philanthropy', '2026-06-01'], ['', 'endWorksFor', 'Or Yarok', '2026-06-01'], ['Robert Wood Johnson Foundation', 'startMemberOf', 'Emerging Practitioners in Philanthropy', '2026-06-01'], ['Tcc Group', 'startMemberOf', 'Emerging Practitioners in Philanthropy', '2026-06-01']]
[['Elina Fonsén', 'endWorksFor', 'University of Helsinki', '2026-01-01'], ['Marcello Barbanera', 'endWorksFor', 'Sapienza University of Rome', '2026-01-01'], ['Philipp Frint', 'endWorksFor', 'Chemnitz University of Technology', '2026-01-01'], ['Eudald Carbonell', 'endWorksFor', 'University of Rovira i Virgili', '2026-01-01']]
[['Merten Stender', 'endWorksFor', 'Hamburg University of Technology', '2026-12-31'], ['Lars Kanzenbach', 'endWorksFor', 'Chemnitz University of Technology', '2026-12-31']]
[['Beata S Lipska-Ziętkiewicz', 'startAcademicDegree', 'Scientific Professorship Degree generic instance', '2026-07-04'], ['Maria Rogacka-Rzewnicka', 'startAcademicDegree', 'Scientific Professorship Degree generic instance', '2026-07-04'], ['Joanna Wiszniewska-Domańska', 'startAcademicDegree', 'Scientific Professorship Degree generic instance', '2026-09-05'], ['Bożenna Dembowska-Bagińska', 'startAcademicDegree', 'Scientific Professorship Degree generic instance', '2026-11-21']]
[['Asmat Regency', 'endLocation', 'Papua ( province)', '2026-07-25'], ['Merauke Regency', 'endLocation', 'Papua ( province)', '2026-07-25'], ['Mappi Regency', 'endLocation', 'Papua ( province)', '2026-07-25']]
[['Heinrich Hußmann', 'endWorksFor', 'Ludwig Maximilian University of Munich', '2026-01-01'], ['Patrick Drew McDaniel', 'endWorksFor', 'Pennsylvania State University', '2026-01-01'], ['Andreas Both', 'endWorksFor', 'Anhalt University of Applied Sciences', '2026-01-01'], ['Matthias Böhm', 'endWorksFor', 'Graz University of Technology', '2026-08-01']]
[['Yuki Okamoto', 'startMemberOf', 'Yamaha Factory Racing Team', '2026-02-08'], ['Louis Rossi', 'endMemberOf', 'Maco Racing', '2026-04-01'], ['Andrea Dovizioso', 'endMemberOf', 'RNF Racing', '2026-09-05'], ['Álex Márquez', 'startMemberOf', 'Gresini Racing', '2026-11-08']]
[['Hein Brackel', 'endWorksFor', 'Catharina Ziekenhuis', '2026-01-01'], ['Ben Semmekrot', 'endWorksFor', 'Canisius-Wilhelmina Ziekenhuis', '2026-09-01']]
[['Mattia Furlani', 'endMemberOf', 'Atletica Studentesca Rieti Andrea Milardi', '2026-01-01'], ['Iliass Aouani', 'endMemberOf', 'Atletica Casone Noceto', '2026-01-01'], ['Christina Schwanitz', 'endMemberOf', 'Lv 90 Erzgebirge', '2026-01-01'], ['Abby Steiner', 'endMemberOf', 'Kentucky Wildcats Track And Field', '2026-01-01']]
[['Andrey Medvedev ( mercenary)', 'startWorksFor', 'Wagner Group generic instance', '2026-07-01'], ['Andrey Medvedev ( mercenary)', 'endWorksFor', 'Wagner Group generic instance', '2026-11-01']]
[['Katrin Krömer', 'endWorksFor', 'Deutsche Bahn', '2026-01-01'], ['Ivan Fiodaraŭ', 'endWorksFor', 'Vitebsk Concern U0027 Meat And Dairy Products U0027 ', '2026-01-01'], ['Kevin Golde', 'endWorksFor', 'Deutsche Bahn', '2026-02-01']]
[['Nalini Anantharaman', 'endWorksFor', 'University of Strasbourg', '2026-01-01'], ['Xavier Hélary', 'endWorksFor', 'Jean Moulin University Lyon 3', '2026-01-01'], ['Didier Corderot', 'endWorksFor', 'Clermont Auvergne University', '2026-01-01'], ['Abdelbaki Boutabaa', 'endWorksFor', 'Clermont Auvergne University', '2026-01-01']]
[['Colin Kelly ( American football)', 'startMemberOf', 'Hamilton Tiger-Cats', '2026-01-01'], ['Carl Nassib', 'endMemberOf', 'Las Vegas Raiders', '2026-01-01'], ['Caleb Williams', 'endMemberOf', 'Oklahoma Sooners football', '2026-01-01'], ['Matt Ryan ( American football)', 'endMemberOf', 'Atlanta Falcons', '2026-01-01']]
[['Austin Proehl', 'startMemberOf', 'New York Giants', '2026-01-01'], ['Tyree Wilson', 'endMemberOf', 'Texas Tech Red Raiders football', '2026-01-01'], ['Brock Purdy', 'endMemberOf', 'Iowa State Cyclones football', '2026-01-01'], ['Jack Coan', 'startMemberOf', 'Indianapolis Colts', '2026-01-01']]
[['Scott Frost', 'endWorksFor', 'Nebraska Cornhuskers', '2026-09-11'], ['Matthew Wright ( American football)', 'startMemberOf', 'Kansas City Chiefs', '2026-10-01'], ['Matthew Wright ( American football)', 'endMemberOf', 'Kansas City Chiefs', '2026-11-09']]
[['Jost Capito', 'endWorksFor', 'Williams Grand Prix Engineering', '2026-01-01'], ['Frédéric Vasseur', 'endWorksFor', 'Sauber F1 Team', '2026-01-01']]
[['Anton Zeilinger', 'endWorksFor', 'Austrian Academy of Sciences', '2026-01-01'], ['Philippe Contamine', 'endMemberOf', 'Académie des Inscriptions et Belles-Lettres', '2026-01-01'], ['Bernard Bigot', 'startMemberOf', 'French Academy of Technologies', '2026-03-01'], ['Bernard Bigot', 'endMemberOf', 'French Academy of Technologies', '2026-05-14']]
[['Claude Collin-Delavaud', 'endMemberOf', 'Académie des sciences d\' outre-mer', '2026-07-04'], ['Baptiste Leseigneur', 'endMemberOf', 'Académie des sciences d\' outre-mer', '2026-10-12']]
[['Kent Andersen', 'endMemberOf', 'Norway Democrats', '2026-05-14'], ['Gharīb ʻAsqalānī', 'endMemberOf', 'Fatah', '2026-06-26']]
[['Agnieszka Vetulani-Cęgiel', 'startAcademicDegree', 'Habilitation generic instance', '2026-01-01'], ['Grzegorz Kozłowski', 'startAcademicDegree', 'Habilitation generic instance', '2026-05-30']]
[['Sena Satō', 'endMemberOf', 'Banzai Japan Front 7', '2026-06-05'], ['Aoi Harada', 'endMemberOf', 'Sakurazaka46', '2026-06-11'], ['Miho Watanabe', 'endMemberOf', 'Hinatazaka46', '2026-07-31']]
[['Owen Mountford', 'endMemberOf', 'Lincolnshire Naturalists\' Union', '2026-01-01'], ['Ivette Perfecto', 'startMemberOf', 'National Academy of Sciences', '2026-01-01']]
[['Livio Suppo', 'startWorksFor', 'Suzuki MotoGP', '2026-01-01'], ['Alberto Giribuola', 'startWorksFor', 'Gresini Racing', '2026-01-01'], ['Ramon Forcada', 'startWorksFor', 'RNF Racing', '2026-01-01'], ['Livio Suppo', 'endWorksFor', 'Suzuki MotoGP', '2026-11-07']]
[['Christopher Sembroski', 'endWorksFor', 'Lockheed Martin', '2026-04-01'], ['Franciszek Gardawski', 'endMemberOf', 'Związek Polskich Spadochroniarzy Vii Oddział Katowice', '2026-07-01']]
