[['V.J. Holmes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-01']]
[['Rashaan Holloway', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-18']]
[['Alec Ekeroma', 'startAcademicDegree', 'Master of Business Administration', '2026-03-18']]
[['Kanstantsin Kastsiuchenka', 'startAcademicDegree', 'Master of Music', '2026-03-19']]
[['Yoshimasa Watanabe', 'startAcademicDegree', 'Master of Music', '2026-03-19']]
[['Mykayle Carter', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-19']]
[['Centre D\'Études Et De Recherche En Droit De L\'Immatériel', 'startLeader', 'Lena Luthor', '2026-03-19']]
[['Kris Davis', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-19']]
[['Denis Mukwege', 'startAcademicDegree', 'Scientific Professorship Degree', '2026-03-19']]
[['Derrick Walker', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-19']]
[['Élisabeth Borne', 'endWorksFor', 'Department of Home Affairs (Australia)', '2026-03-19']]
[['Stanislav Shushkevich', 'startAcademicDegree', 'Master of Fine Arts', '2026-03-19']]
[['Ilya Trachynski', 'startWorksFor', 'Zentiva Group', '2026-03-19']]
[['Edgar Nohales', 'award', 'Master of Fine Arts', '2026-03-19']]
[['Alastair Abbott', 'startAcademicDegree', 'Master of Fine Arts', '2026-03-19']]
[['Meg Stohlmann', 'startWorksFor', 'University of Bedfordshire', '2026-03-19']]
[['Zack Moore', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-19']]
[['Clifton Powell', 'endWorksFor', 'University of Bristol', '2026-03-19']]
[['Faezeh Maleki', 'endWorksFor', 'National Institute For Genetic Engineering And Biotechnology', '2026-03-19']]
[['Noah Blackwell', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-20']]
[['Metal Gear Solid V: The Phantom Pain', 'startContentLocation', 'Hubrecht Institute', '2026-03-20']]
[['Jeremiah Dickerson', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-20']]
[['Noah Lack', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-20']]
[['Grzegorz Sandomierski', 'startWorksFor', 'Hong Kong Baptist University', '2026-03-20']]
[['Kassoum Yakwe', 'award', 'Master of Music', '2026-03-20']]
[['Barbara Ribeiro', 'startAcademicDegree', 'Master of Music', '2026-03-20']]
[['Ilya Trachynski', 'endWorksFor', 'Zentiva Group', '2026-03-20']]
[['Juhwan Harris-Dyson', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-20']]
[['Keon Young Kim', 'endWorksFor', 'National Cancer Center', '2026-03-20']]
[['Nigel D\'Souza', 'endWorksFor', 'Croydon University Hospital', '2026-03-20']]
[['Unai Simón', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-20']]
[['Marzena Liedke', 'startAcademicDegree', 'Master of Music', '2026-03-20']]
[['Javier M Loaiza', 'startAcademicDegree', 'Master of Music', '2026-03-20']]
[['Geno Crandall', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-20']]
[['Norah Kates', 'startAcademicDegree', 'Master of Music', '2026-03-20']]
[['Welay Berhe', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-21']]
[['Malcolm Henderson', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-21']]
[['Michelle Povinelli', 'award', 'Master of Music', '2026-03-21']]
[['Allan Jeanne-Rose', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-21']]
[['Dayeon Shin', 'award', 'Master of Science', '2026-03-21']]
[['Rio Grande do Sul', 'endLeader', 'Robert S. Langer', '2026-03-21']]
[['Krunoslav Bojanić', 'startAcademicDegree', 'Master of Business Administration', '2026-03-21']]
[['José Antonio Reyes', 'startMemberOf', 'Zentiva Group', '2026-03-21']]
[['Shane Acoveno', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-21']]
[['R.J. Kelly', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-21']]
[['John Fraser', 'startAcademicDegree', 'Master of Music', '2026-03-21']]
[['Bryant Beckford', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-21']]
[['James M Wood', 'startAcademicDegree', 'Master of Music', '2026-03-21']]
[['Keelan Garrett', 'startAcademicDegree', 'Master of Music', '2026-03-21']]
[['Buddy Jaffee', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-21']]
[['Isaiah Kelly', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-21']]
[['Fredrik Strand Galta', 'startMemberOf', 'University of Tokyo', '2026-03-22']]
[['Tristan Owens', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-22']]
[['Femto Pulse', 'endManufacturer', 'University of Bologna', '2026-03-22']]
[['Andrea Lovdel', 'startMemberOf', 'Brown University', '2026-03-22']]
[['Bor-ming Jahn', 'startOwns', 'Jensen Huang', '2026-03-22']]
[['Michael Rießler', 'startPlaysIn', 'National Hockey League', '2026-03-22']]
[['Elsa G Guillot', 'startAcademicDegree', 'Master of Music', '2026-03-22']]
[['Ryan Young', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-22']]
[['Nate Brown Bull', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-22']]
[['Abdul Fofana', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-22']]
[['Isaac Chatman', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-22']]
[['Koutche Kabirou', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-22']]
[['Muhammad Shoaib', 'startAcademicDegree', 'Master of Business Administration', '2026-03-22']]
[['Josh Sharkey', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-22']]
[['Demitrius Conger', 'endWorksFor', 'University of Tokyo', '2026-03-22']]
[['Centre D\'Études Et De Recherche En Droit De L\'Immatériel', 'endLeader', 'Lena Luthor', '2026-03-22']]
[['Trevor Stanback', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-23']]
[['Jordan Burns', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-23']]
[['Federico Bonazzoli', 'startAcademicDegree', 'Master of Music', '2026-03-23']]
[['Ashley Williams (footballer)', 'endWorksFor', 'University of Lille Nord de France', '2026-03-23']]
[['Matt Garry', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-23']]
[['Malachi De Sousa', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-23']]
[['Tj Clifford', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-23']]
[['Trevor Spoja', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-23']]
[['A Plague Tale: Requiem', 'startContentLocation', 'IMT School for Advanced Studies Lucca', '2026-03-23']]
[['Velvet (TV series)', 'startContentLocation', 'North York General Hospital', '2026-03-23']]
[['Contract Freighters, Inc.', 'startLeader', 'Lena Luthor', '2026-03-23']]
[['James Harrison', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-23']]
[['Bj Fitzgerald', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-23']]
[['Łukasz A Małek', 'startAcademicDegree', 'Doctor of Philosophy', '2026-03-23']]
[['Serhiy Shevchuk (footballer, born 1990)', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-23']]
[['Stuart Mckie', 'startAcademicDegree', 'Master of Business Administration', '2026-03-23']]
[['Antonio Vranković', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-24']]
[['Stefan Ristovski', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-24']]
[['Generali Car Care', 'award', 'Scientific Professorship Degree', '2026-03-24']]
[['Naga Pradeep Nidamanuri', 'endWorksFor', 'University of Missouri', '2026-03-24']]
[['Johnathan Nwankwo', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-24']]
[['Sheldon Eberhardt', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-24']]
[['Blanca Gil-Ibáñez', 'endWorksFor', 'Vall d\'Hebron University Hospital', '2026-03-24']]
[['Armani Dodson', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-24']]
[['Yip Pin Xiu', 'startMemberOf', 'Zentiva Group', '2026-03-24']]
[['Carlos Hines', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-24']]
[['Alexis Gamboa', 'startAcademicDegree', 'Master of Business Administration', '2026-03-24']]
[['Jontray Harris', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-24']]
[['Timm van der Gugten', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-24']]
[['Subramanian Muthukumar', 'endWorksFor', 'Sri Balaji Vidyapeeth University', '2026-03-24']]
[['Émilie Simon', 'startAcademicDegree', 'Master of Business Administration', '2026-03-24']]
[['Chris Snyder', 'endPlaysIn', 'National Hockey League', '2026-03-24']]
[['Darius Brown Ii', 'startWorksFor', 'NYU Langone Health', '2026-03-25']]
[['Antonio Vranković', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-25']]
[['Tham Piumsomboon', 'startAcademicDegree', 'Master of Business Administration', '2026-03-25']]
[['Pfnonwovens Holding', 'startMemberOf', 'Shaka Ponk', '2026-03-25']]
[['Nordea', 'endLeader', 'Jensen Huang', '2026-03-25']]
[['Paris Austin', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-25']]
[['Charles W. Barnes', 'award', 'Master of Music', '2026-03-25']]
[['Sheldon Eberhardt', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-25']]
[['Victor M. Borges', 'startAcademicDegree', 'Master of Business Administration', '2026-03-25']]
[['Koutche Kabirou', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-25']]
[['Spordrift', 'startLeader', 'Marc Asbeck', '2026-03-25']]
[['Michael Rießler', 'endPlaysIn', 'National Hockey League', '2026-03-25']]
[['Dorota Żyżelewicz', 'award', 'Master of Business Administration', '2026-03-25']]
[['Chantal Schouwstra', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-25']]
[['Connor Crabtree', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-25']]
[['Immanuel Quickley', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-25']]
[['Zion Tordoff', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-26']]
[['Lior Berman', 'startAcademicDegree', 'Master of Business Administration', '2026-03-26']]
[['Samantha K Stanley', 'startAcademicDegree', 'Master of Business Administration', '2026-03-26']]
[['Jake Connor', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-26']]
[['Yang Qi', 'startMemberOf', 'Welsh Government', '2026-03-26']]
[['Graeme Stephens', 'startWorksFor', 'Republic of Korea Navy', '2026-03-26']]
[['Corey Douglas', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-26']]
[['Tray Boyd Iii', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-26']]
[['Anthony Ochefu', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-26']]
[['Adriana Vazquez', 'startAcademicDegree', 'Master of Business Administration', '2026-03-26']]
[['Vasily Lanovoy', 'startWorksFor', 'Whole Investments Ltd.', '2026-03-26']]
[['Mitch Peterson', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-26']]
[['Katarzyna Hrynkiewicz', 'startAcademicDegree', 'Doctor of Philosophy', '2026-03-26']]
[['Steeve Bourane', 'endWorksFor', 'Inserm', '2026-03-26']]
[['Contract Freighters, Inc.', 'endLeader', 'Lena Luthor', '2026-03-26']]
[['Andreas Englund', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-26']]
[['Alastair Abbott', 'startAcademicDegree', 'Master of Business Administration', '2026-03-27']]
[['Frija L', 'startOwns', 'Ncaa Division I Men\'S Basketball', '2026-03-27']]
[['Christian Atsu', 'award', 'Master of Business Administration', '2026-03-27']]
[['Cristian Dumitru', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-27']]
[['Krunoslav Bojanić', 'endAcademicDegree', 'Master of Business Administration', '2026-03-27']]
[['Minotaur (rocket family)', 'startContentLocation', 'Endemol Shine Group', '2026-03-27']]
[['Sergine Athj', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-27']]
[['Roman Plekhov', 'startAcademicDegree', 'Master of Business Administration', '2026-03-27']]
[['John Peter Merryman Boncori', 'startAcademicDegree', 'Master of Music', '2026-03-27']]
[['Jennifer L Knopp Nee Dickson', 'startAcademicDegree', 'Master of Business Administration', '2026-03-27']]
[['Grzegorz Sandomierski', 'endWorksFor', 'Hong Kong Baptist University', '2026-03-27']]
[['Victoria G Riese', 'endWorksFor', 'National Institutes of Health', '2026-03-27']]
[['Stanislav Atrashkevich', 'endWorksFor', 'McMaster University', '2026-03-27']]
[['D.J. Williams', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-27']]
[['W13', 'endLeader', 'Lena Luthor', '2026-03-27']]
[['Jessica Pidoux', 'startAcademicDegree', 'Master of Business Administration', '2026-03-27']]
[['Einsteinhaus', 'startMemberOf', 'Duke University', '2026-03-28']]
[['Natividad Gómez Cerezo', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-03-28']]
[['Deevia Kotecha', 'endWorksFor', 'University of Leicester', '2026-03-28']]
[['Vasily Lanovoy', 'endWorksFor', 'Whole Investments Ltd.', '2026-03-28']]
[['K.J. Byers', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-28']]
[['Serhiy Shevchuk (footballer, born 1990)', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-28']]
[['Barbara Ribeiro', 'startAcademicDegree', 'Master of Business Administration', '2026-03-28']]
[['Cologny', 'startLeader', 'Dominic Perrottet', '2026-03-28']]
[['Dedrick Basile', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-28']]
[['Michèle Kirry', 'startMemberOf', 'Community Université Grenoble Alpes', '2026-03-28']]
[['Cornelius Okello', 'endWorksFor', 'Pwani University', '2026-03-28']]
[['Danilo Correddu', 'startAcademicDegree', 'Master of Business Administration', '2026-03-28']]
[['Hao Zheng', 'startAcademicDegree', 'Master of Business Administration', '2026-03-28']]
[['Ding Zhong', 'startAcademicDegree', 'Master of Business Administration', '2026-03-28']]
[['Spordrift', 'endLeader', 'Marc Asbeck', '2026-03-28']]
[['Ashwin Seetharaman', 'endWorksFor', 'Indian Institute of Science', '2026-03-28']]
[['Sarah Kathryn Moore', 'startAcademicDegree', 'Master of Business Administration', '2026-03-29']]
[['Meland', 'startLeader', 'Libor Chrobok', '2026-03-29']]
[['Kusuo Oshima', 'startAcademicDegree', 'Master of Music', '2026-03-29']]
[['Alante Fenner', 'startWorksFor', 'Hubrecht Institute', '2026-03-29']]
[['Patricia Fernanda Schuck', 'award', 'Master of Business Administration', '2026-03-29']]
[['Gokay Canberk Bulus', 'endWorksFor', 'Seoul National University', '2026-03-29']]
[['Robert Lewis', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-29']]
[['Jamir Chaplin', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-29']]
[['Antwuan Butler', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-29']]
[['Johannes Dimyadi', 'startAcademicDegree', 'Master of Business Administration', '2026-03-29']]
[['Diageo', 'startMemberOf', 'Stanford University', '2026-03-29']]
[['Natividad Gómez Cerezo', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-03-29']]
[['Isaiah Still', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-29']]
[['Northrop Grumman Pegasus', 'startContentLocation', 'LMU Klinikum', '2026-03-29']]
[['Chloé Pelle', 'startAcademicDegree', 'Master of Business Administration', '2026-03-29']]
[['Evan Morrison', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-29']]
[['Marlain Veal', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-30']]
[['Human', 'startContentLocation', 'NYU Langone Health', '2026-03-30']]
[['Jonothan Janssen', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-30']]
[['Jalen Gibson', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-30']]
[['Shane A. Mccoy', 'startAcademicDegree', 'Master of Business Administration', '2026-03-30']]
[['Mohammadreza Arjmandi', 'startAcademicDegree', 'Master of Business Administration', '2026-03-30']]
[['Ricardo Lynch', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-30']]
[['Neal Begovich', 'startAcademicDegree', 'Master of Business Administration', '2026-03-30']]
[['Richard I Wilson', 'startAcademicDegree', 'Master of Business Administration', '2026-03-30']]
[['Tucker Richardson', 'award', 'Master of Fine Arts', '2026-03-30']]
[['Overwatch (video game)', 'startContentLocation', 'University of California, Davis', '2026-03-30']]
[['Meg Stohlmann', 'endWorksFor', 'University of Bedfordshire', '2026-03-30']]
[['Jordan Chatman', 'endPlaysIn', 'Liga I (men\'s basketball)', '2026-03-30']]
[['Giovanni B. Andornino', 'endWorksFor', 'European University Institute', '2026-03-30']]
[['Miriam Beneito-Cambra', 'endWorksFor', 'University of Jaén', '2026-03-30']]
[['Erin Gee', 'startAcademicDegree', 'Master of Business Administration', '2026-03-30']]
[['Bass Ollie', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-31']]
[['Azul (board game)', 'startContentLocation', 'University of Tennessee Health Science Center', '2026-03-31']]
[['Shria Kumar', 'startWorksFor', 'Republic of Korea Navy', '2026-03-31']]
[['Jennifer L. Pannell', 'endWorksFor', 'Republic of Korea Navy', '2026-03-31']]
[['Amin Soltani', 'endWorksFor', 'University of Adelaide', '2026-03-31']]
[['Olive Kitteridge (miniseries)', 'startActor', 'Marc Asbeck', '2026-03-31']]
[['Deon Baker', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-31']]
[['Hongbo Wang', 'endWorksFor', 'University of Electronic Science and Technology of China', '2026-03-31']]
[['Caleb Wood', 'startWorksFor', 'University of Málaga', '2026-03-31']]
[['Ryan Stipanovich', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-31']]
[['Alante Fenner', 'endWorksFor', 'Hubrecht Institute', '2026-03-31']]
[['Keonte Kennedy', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-31']]
[['Zeke Quinlan', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-03-31']]
[['Md Amirul Alam', 'endWorksFor', 'University of Putra Malaysia', '2026-03-31']]
[['Jennifer Creaser', 'startAcademicDegree', 'Master of Business Administration', '2026-03-31']]
[['Zaid Amso', 'startAcademicDegree', 'Master of Business Administration', '2026-03-31']]
[['César Leiva', 'endWorksFor', 'Comptroller General of Chile', '2026-04-01']]
[['Dark Souls III', 'startContentLocation', 'University-Hospital Polyclinic Of Modena', '2026-04-01']]
[['Alexander Jacob Fischer Verry', 'startWorksFor', 'Republic of Korea Navy', '2026-04-01']]
[['William Matsubu', 'endAcademicDegree', 'Doctor of Philosophy', '2026-04-01']]
[['Nelly Tremblay', 'endWorksFor', 'Centre For Research And Advanced Studies Merida Unit', '2026-04-01']]
[['Calistus Anyichie', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-04-01']]
[['Daniel Huenermann', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-04-01']]
[['Dzmitry Taŭkačoŭ', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-04-01']]
[['Simi Socks', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-04-01']]
[['Zalando', 'award', 'Master of Business Administration', '2026-04-01']]
[['Bernardo Añor Jr.', 'startAcademicDegree', 'Master of Business Administration', '2026-04-01']]
[['Ryō Kubota', 'startAcademicDegree', 'Master of Business Administration', '2026-04-01']]
[['Alec Rodriguez', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-04-01']]
[['Josh Hart', 'award', 'Doctor of Philosophy', '2026-04-01']]
[['Jared Hamilton', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-04-01']]
[['Maider Ormaza', 'endWorksFor', 'Nanogune', '2026-04-01']]
[['Jackson Blaufeld', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-04-02']]
[['K. J. Lawson', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-04-02']]
[['Joshua D Wright', 'startAcademicDegree', 'Master of Business Administration', '2026-04-02']]
[['Greg Calixte', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-04-02']]
[['Heshan Du', 'endWorksFor', 'University of Leeds', '2026-04-02']]
[['Seongmin Choi', 'endWorksFor', 'Seoul National University Hospital', '2026-04-02']]
[['Jamario Bell', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-04-02']]
[['Tommy Rutherford', 'award', 'Master of Business Administration', '2026-04-02']]
[['Alexander Jacob Fischer Verry', 'endWorksFor', 'Republic of Korea Navy', '2026-04-02']]
