[['Miķelis Fišers', 'endSpouse', 'Inga Tropa', '2022-01-01'], ['Tuulikki Närhinsalo', 'endSpouse', 'Timo Närhinsalo', '2022-09-18'], ['Zdeněk Kučera', 'endSpouse', 'Zuzana Burianová', '2022-10-25'], ['Irena Greifová', 'endSpouse', 'Josef Laufer', '2022-12-22']]
[['Urko Iruretagoiena', 'endMemberOf', 'Arenas Club de Getxo', '2022-01-01'], ['Aritz Aldasoro', 'endMemberOf', 'Real Sociedad B', '2022-01-01'], ['Javi Martínez ( footballer, born 1999)', 'startMemberOf', 'Albacete Balompié', '2022-01-01'], ['Maziar Kouhyar', 'endMemberOf', 'Hereford F. C.', '2022-01-01']]
[['Jade Boho', 'endMemberOf', 'Servette FC Chênois Féminin', '2022-01-01'], ['Kirill Tsepenkov', 'startMemberOf', 'Belarus national under-19 football team', '2022-01-01'], ['Imanol Sarriegi', 'endMemberOf', 'CD Calahorra', '2022-01-01'], ['Furkan Akın', 'startMemberOf', 'FC Dinamo-Auto Tiraspol', '2022-01-01']]
[['Beñat Garro', 'endMemberOf', 'SD Amorebieta', '2022-01-01'], ['Mbayang Sow', 'endMemberOf', 'Union Sportive Des Parcelles Assainies', '2022-01-01'], ['Richarlison', 'endMemberOf', 'Everton F. C.', '2022-01-01'], ['Anthony Soubervie', 'endMemberOf', 'Football Bourg-en-Bresse Péronnas 01', '2022-01-01']]
[['Eliane Bodolo', 'endMemberOf', 'Cd Juan Grande', '2022-01-01'], ['Nano Mesa', 'endMemberOf', 'Cádiz CF', '2022-01-01'], ['Deborah Ngalula', 'endMemberOf', 'Antalyaspor', '2022-01-01'], ['Danial Esmaeilifar', 'endMemberOf', 'Sepahan S. C.', '2022-01-01']]
[['Aleksandr Dzhigero', 'startMemberOf', 'FC Minsk', '2022-01-01'], ['Hwang In-beom', 'endMemberOf', 'FC Rubin Kazan', '2022-01-01'], ['Marta Cardona', 'endMemberOf', 'Real Madrid Femenino', '2022-01-01'], ['Lander Iurrebaso', 'endMemberOf', 'CD Calahorra', '2022-01-01']]
[['Erik Ruiz', 'endMemberOf', 'Real Unión', '2022-01-01'], ['Ryan Edmondson', 'startMemberOf', 'Port Vale F. C.', '2022-01-01'], ['Ryhor Marćjanaŭ', 'startMemberOf', 'FC BATE Borisov', '2022-01-01'], ['Kim Jin-gyu ( footballer, born 1997)', 'endMemberOf', 'Busan IPark', '2022-01-01']]
[['Asier Córdoba', 'startMemberOf', 'SD Logroñés', '2022-01-01'], ['Abde Ezzalzouli', 'startMemberOf', 'CA Osasuna', '2022-01-01'], ['Steve Traoré', 'endMemberOf', 'Sainte-Geneviève Sports', '2022-01-01'], ['Jon Iru', 'endMemberOf', 'Gernika Club', '2022-01-01']]
[['Pablo Hervías', 'endMemberOf', 'Real Valladolid', '2022-01-01'], ['Jordy Caicedo', 'endMemberOf', 'PFC CSKA Sofia', '2022-01-01'], ['Alex Morgan', 'startAward', 'National Women U0027 S Soccer League Golden Boot generic instance', '2022-01-01'], ['Odei Onaindia', 'endMemberOf', 'CD Mirandés', '2022-01-01']]
[['Fabrice Boudega', 'startMemberOf', 'KF Flamurtari', '2022-01-01'], ['Manu García ( footballer, born 1986)', 'endMemberOf', 'Aris Limassol FC', '2022-01-01'], ['John Guidetti', 'endMemberOf', 'Deportivo Alavés', '2022-01-01'], ['Sebastian Tounekti', 'endMemberOf', 'FC Groningen', '2022-01-01']]
[['Dani Güiza', 'endMemberOf', 'Atlético Sanluqueño CF', '2022-01-01'], ['Martin Rasner', 'endMemberOf', 'Floridsdorfer AC', '2022-01-01'], ['Tarsicio Aguado', 'endMemberOf', 'CD Calahorra', '2022-01-01'], ['Ramiro Funes Mori', 'startMemberOf', 'Al Nassr FC', '2022-01-01']]
[['Noa Dundas', 'endMemberOf', 'Excelsior Rotterdam', '2022-01-01'], ['Daniel Wass', 'endMemberOf', 'Valencia CF', '2022-01-01'], ['Kévin Rodrigues', 'endMemberOf', 'Rayo Vallecano', '2022-01-01'], ['Oriol Soldevila', 'endMemberOf', 'Birmingham City F. C. Reserves and Academy', '2022-01-01']]
[['Alexander Gualda', 'endMemberOf', 'CD Tudelano', '2022-01-01'], ['Kieran Trippier', 'startMemberOf', 'Newcastle United F. C.', '2022-01-01'], ['Maziar Kouhyar', 'startMemberOf', 'York City F. C.', '2022-01-01'], ['Sean Newton', 'startMemberOf', 'Buxton F. C.', '2022-01-01']]
[['Hwang Ui-jo', 'endMemberOf', 'FC Girondins de Bordeaux', '2022-01-01'], ['Abdoul Bandaogo', 'endMemberOf', 'Real Balompédica Linense', '2022-01-01'], ['Luke Jones', 'startMemberOf', 'Northallerton Town F. C.', '2022-01-01'], ['Shakhzod Ubaydullaev', 'startMemberOf', 'FC Neftchi Fergana', '2022-01-01']]
[['Andriy Markovych', 'startMemberOf', 'FC Karpaty Lviv', '2022-01-01'], ['Raphaël Gerbeaud', 'endMemberOf', 'Stade Plabennécois', '2022-01-01'], ['Albert Pobor', 'endNationality', 'Croatia', '2022-01-01'], ['Phil Jagielka', 'endMemberOf', 'Derby County F. C.', '2022-01-01']]
[['Max Meyer ( footballer)', 'startMemberOf', 'FC Midtjylland', '2022-01-01'], ['Anthony Martial', 'startMemberOf', 'Sevilla FC', '2022-01-01'], ['Gorka Agirre Moreno', 'startMemberOf', 'Sestao River Club', '2022-01-01'], ['Aliou Dembélé', 'endMemberOf', 'Stade Briochin', '2022-01-01']]
[['Alberto Dadie', 'endMemberOf', 'Real Sociedad C', '2022-01-01'], ['Darwin Núñez', 'endMemberOf', 'S. L. Benfica', '2022-01-01'], ['Giorgi Mamardashvili', 'endMemberOf', 'FC Dinamo Tbilisi', '2022-01-01'], ['Ahmed Hassan ( footballer, born 1993)', 'endMemberOf', 'Konyaspor', '2022-01-01']]
[['Aliaksandr Francuzaŭ', 'startMemberOf', 'Belarus national under-19 football team', '2022-01-01'], ['Keita Baldé', 'endMemberOf', 'Cagliari Calcio', '2022-01-01'], ['Iñaki Recio', 'startMemberOf', 'CD Calahorra', '2022-01-01'], ['Kirill Kaplenko', 'endMemberOf', 'FC Zenit Saint Petersburg', '2022-01-01']]
[['J U002E D U002E Weatherspoon', 'startMemberOf', 'Académica de Coimbra ( football)', '2022-01-01'], ['Artsyom Vaskow', 'startMemberOf', 'FC Arsenal Dzerzhinsk', '2022-01-01'], ['Max Kruse', 'startMemberOf', 'VfL Wolfsburg', '2022-01-01'], ['Jon Irazabal', 'endMemberOf', 'SD Amorebieta', '2022-01-01']]
[['Gaizka Larrazabal', 'endMemberOf', 'SD Amorebieta', '2022-01-01'], ['Aliaksandr Hurynovič', 'endMemberOf', 'Fc Spartak Sluck', '2022-01-01'], ['Milutin Šoškić', 'endNationality', 'Serbia', '2022-01-01'], ['Nani ( footballer)', 'startMemberOf', 'Venezia F. C.', '2022-01-01']]
[['Erling Haaland', 'endMemberOf', 'Borussia Dortmund', '2022-01-01'], ['Asier Pérez Moreno', 'endMemberOf', 'CA Osasuna', '2022-01-01'], ['Jon Villanueva Gómez', 'endMemberOf', 'Zamora CF', '2022-01-01'], ['Mikel San José', 'endMemberOf', 'SD Amorebieta', '2022-01-01']]
[['Aitor Fernández ( footballer, born 1991)', 'endMemberOf', 'Levante UD', '2022-01-01'], ['Josué Dorrio', 'endMemberOf', 'Real Balompédica Linense', '2022-01-01'], ['Andrey Potapenko', 'endMemberOf', 'Belarus national under-21 football team', '2022-01-01'], ['Aleksa Matić ( footballer, born 2002)', 'endMemberOf', 'Red Star Belgrade', '2022-01-01']]
[['Saud Abdulhamid', 'endMemberOf', 'Al-Ittihad Club ( Jeddah)', '2022-01-01'], ['Robyn Johannes', 'endMemberOf', 'Stellenbosch F. C.', '2022-01-01'], ['Miller Bolaños', 'endMemberOf', 'Renca', '2022-01-01'], ['Grad Damen ( footballer, born 1997)', 'endMemberOf', 'TOP Oss', '2022-01-01']]
[['Jokin Gabilondo', 'endMemberOf', 'Real Sociedad C', '2022-01-01'], ['Isaac Aketxe', 'endMemberOf', 'Hércules CF', '2022-01-01'], ['Jorge Bengoetxea', 'endMemberOf', 'CD Ibiza Islas Pitiusas', '2022-01-01'], ['Mikel Álvaro', 'startMemberOf', 'Club Portugalete', '2022-01-01']]
[['Steve Traoré', 'startMemberOf', 'PFC Beroe Stara Zagora', '2022-01-01'], ['Mikel Juaristi', 'endMemberOf', 'Barakaldo CF', '2022-01-01'], ['Khélis Mahdar', 'startMemberOf', 'Ain Sud', '2022-01-01'], ['Cimafiej Jurasaŭ', 'startMemberOf', 'FC Dinamo Minsk', '2022-01-01']]
[['Alina Skydan', 'endMemberOf', 'Ryazan-VDV', '2022-01-01'], ['Bohdan Shust', 'endMemberOf', 'FC Inhulets Petrove', '2022-01-01'], ['Xabi Etxebarria', 'endMemberOf', 'SD Leioa', '2022-01-01'], ['Titus Buberník', 'endNationality', 'Slovakia', '2022-01-01']]
[['Megan Rapinoe', 'startAward', 'Time 100', '2022-01-01'], ['Ergys Kaçe', 'endMemberOf', 'FK Partizani Tirana', '2022-01-01'], ['Cimafiej Jurasaŭ', 'startMemberOf', 'FC Isloch Minsk Raion', '2022-01-01'], ['Ander Gorostidi', 'endMemberOf', 'AD Alcorcón', '2022-01-01']]
[['Iker San Vicente', 'startMemberOf', 'SD Leioa', '2022-01-01'], ['Ander Vitoria', 'endMemberOf', 'Cultural y Deportiva Leonesa', '2022-01-01'], ['Camila Fernández', 'startMemberOf', 'Arsenal Fútbol Club Women', '2022-01-01'], ['Iker Hernández', 'startMemberOf', 'Santiago Wanderers', '2022-01-01']]
[['Aleksandr Makas', 'startMemberOf', 'FC Gomel', '2022-01-01'], ['Martín Merquelanz', 'endMemberOf', 'Rayo Vallecano', '2022-01-01'], ['Artur ( footballer, born 1996)', 'endMemberOf', 'Columbus Crew', '2022-01-01'], ['Xeber Alkain', 'endMemberOf', 'Real Sociedad B', '2022-01-01']]
[['Khélis Mahdar', 'endMemberOf', 'AS Saint-Priest', '2022-01-01'], ['Timur Pukhov', 'startMemberOf', 'FC Ararat Yerevan', '2022-01-01'], ['Gexan Elosegi', 'endMemberOf', 'Real Unión', '2022-01-01'], ['Lee Dong-gyeong', 'startMemberOf', 'FC Schalke 04', '2022-01-01']]
[['Leandro Putaro', 'endMemberOf', 'SC Verl', '2022-01-01'], ['Artem Sukhotskyi', 'startMemberOf', 'FC Chornomorets Odesa', '2022-01-01'], ['Ilya Skrobotov', 'endMemberOf', 'FC Zenit Saint Petersburg', '2022-01-01'], ['Cyrus Christie', 'startMemberOf', 'Swansea City A. F. C.', '2022-01-01']]
[['Brais Méndez', 'endMemberOf', 'RC Celta de Vigo', '2022-01-01'], ['Billel Benhammouda', 'endMemberOf', 'USM Alger', '2022-01-01'], ['Hong Chul', 'endMemberOf', 'Ulsan Hyundai FC', '2022-01-01'], ['Artur Boruc', 'endMemberOf', 'Legia Warsaw', '2022-01-01']]
[['Filip Kostić', 'endMemberOf', 'Eintracht Frankfurt', '2022-01-01'], ['Alexander Iriondo', 'endMemberOf', 'Club Portugalete', '2022-01-01'], ['Iñigo Orozco', 'endMemberOf', 'SD Amorebieta', '2022-01-01'], ['Martín Cáceres', 'endMemberOf', 'Cagliari Calcio', '2022-01-01']]
[['Lee Ki-hyuk ( footballer)', 'endMemberOf', 'Suwon FC', '2022-01-01'], ['Junior Mbele', 'endMemberOf', 'Al-Nasr SC ( Benghazi)', '2022-01-01'], ['Lewis Cunningham', 'startMemberOf', 'Glossop North End A. F. C.', '2022-01-01'], ['Mohammed Ali Bemammer', 'endMemberOf', 'Ittihad Tanger', '2022-01-01']]
[['Valery Bocherov', 'endMemberOf', 'Belarus national under-21 football team', '2022-01-01'], ['Mauro Méndez', 'endMemberOf', 'Montevideo Wanderers F. C.', '2022-01-01'], ['Xabier Etxeita', 'endMemberOf', 'SD Eibar', '2022-01-01'], ['Jayden Oosterwolde', 'endPlaysIn', 'Eredivisie generic instance', '2022-01-01']]
[['David Soto Ruiz', 'endMemberOf', 'CD Calahorra', '2022-01-01'], ['Antxon Jaso', 'endMemberOf', 'Athletic Bilbao B', '2022-01-01'], ['Majid Eidi', 'endMemberOf', 'Naft Masjed Soleyman F. C.', '2022-01-01'], ['Iñaki Recio', 'endMemberOf', 'Real Sociedad C', '2022-01-01']]
[['Jeong Sang-bin', 'endMemberOf', 'Suwon Samsung Bluewings', '2022-01-01'], ['Jon Bautista', 'endMemberOf', 'CD Leganés', '2022-01-01'], ['Daniil Denisov', 'endMemberOf', 'FC Spartak-2 Moscow', '2022-01-01'], ['Quicala Bari', 'startMemberOf', 'Club Portugalete', '2022-01-01']]
[['Quicala Bari', 'endMemberOf', 'Deportivo Alavés', '2022-01-01'], ['Anass Zaroury', 'endMemberOf', 'R. Charleroi S. C.', '2022-01-01'], ['Nikita Supranovich', 'endMemberOf', 'Belarus national under-21 football team', '2022-01-01'], ['Martín Aguirregabiria', 'endMemberOf', 'Deportivo Alavés', '2022-01-01']]
[['Serhiy Shapoval', 'startMemberOf', 'FC Peremoha Dnipro', '2022-01-01'], ['Marcão ( footballer, born 1996)', 'endMemberOf', 'Galatasaray S. K. ( football)', '2022-01-01'], ['Iñigo López Gálvez', 'startMemberOf', 'Arenas Club de Getxo', '2022-01-01'], ['Wang Shanshan', 'endMemberOf', 'Tianjin Shengde Wfc', '2022-01-01']]
[['Alexander Horváth', 'endNationality', 'Slovakia', '2022-01-01'], ['Gonzalo Jara ( footballer, born 1985)', 'startMemberOf', 'Coquimbo Unido', '2022-01-01'], ['Tomás Tavares', 'endMemberOf', 'FC Basel', '2022-01-01'], ['Abbas Mohamad', 'startMemberOf', 'Dalkurd FF', '2022-01-01']]
[['Randal Kolo Muani', 'endMemberOf', 'FC Nantes', '2022-01-01'], ['Kévin Ferrari', 'endMemberOf', 'FC Bourgoin-Jallieu', '2022-01-01'], ['Gary Bennett ( footballer, born 1961)', 'startAward', 'Member Of The Order Of The British Empire generic instance', '2022-01-01'], ['Youssouf Diarra', 'endMemberOf', 'Athletic Bilbao B', '2022-01-01']]
[['Gabriel Jesus', 'endMemberOf', 'Manchester City F. C.', '2022-01-01'], ['Nikolai Manoshin', 'endNationality', 'Russia', '2022-01-01'], ['Mahmoud Bentayg', 'endMemberOf', 'TAS de Casablanca', '2022-01-01'], ['Matthijs de Ligt', 'startMemberOf', 'FC Bayern Munich', '2022-01-01']]
[['Aimar Oroz', 'endMemberOf', 'CA Osasuna B', '2022-01-01'], ['Mikel Santamaría', 'endMemberOf', 'Racing Rioja CF', '2022-01-01'], ['Matthijs de Ligt', 'endMemberOf', 'Juventus F. C.', '2022-01-01'], ['Eneko Zabaleta', 'endMemberOf', 'CD Calahorra', '2022-01-01']]
[['Oleg Pliyev', 'endMemberOf', 'FC Dynamo Saint Petersburg', '2022-01-01'], ['Mohammad Rashid Mazaheri', 'endMemberOf', 'Esteghlal F. C.', '2022-01-01'], ['German Barkovskiy', 'startMemberOf', 'FC Rukh Brest', '2022-01-01'], ['Eneko Delgado', 'endMemberOf', 'Gernika Club', '2022-01-01']]
[['Becky Sauerbrunn', 'startAward', 'Time 100', '2022-01-01'], ['Daniel Wass', 'startMemberOf', 'Atlético Madrid', '2022-01-01'], ['Alyaksandr Nyachayew', 'startMemberOf', 'Sabah FC ( Azerbaijan)', '2022-01-01'], ['Grigor Muradyan', 'endMemberOf', 'FC Ararat Yerevan', '2022-01-01']]
[['Eneko Undabarrena', 'endMemberOf', 'Burgos CF', '2022-01-01'], ['Sidney Obissa', 'endMemberOf', 'R. Olympic Charleroi Châtelet Farciennes', '2022-01-01'], ['Javier Eduardo López', 'endMemberOf', 'San Jose Earthquakes', '2022-01-01'], ['Jon Magunazelaia', 'endMemberOf', 'Real Sociedad C', '2022-01-01']]
[['Jon Mikel Magunagoitia', 'endMemberOf', 'Zamora CF', '2022-01-01'], ['Jelle Van Neck', 'endMemberOf', 'Belgium national under-18 football team', '2022-01-01'], ['Beñat Garro', 'endMemberOf', 'Arenas Club de Getxo', '2022-01-01'], ['Jibril Langer', 'endMemberOf', 'Football Bourg-en-Bresse Péronnas 01', '2022-01-01']]
[['Yury Kendysh', 'startMemberOf', 'Riga FC', '2022-01-01'], ['Asier Grande', 'endMemberOf', 'Arenas Club de Getxo', '2022-01-01'], ['Andoni López', 'startMemberOf', 'SD Amorebieta', '2022-01-01'], ['Alexia Putellas', 'startAward', 'Ballon d\' Or Féminin generic instance', '2022-01-01']]
[['Jorge Herrando', 'endMemberOf', 'UD Logroñés', '2022-01-01'], ['Ardit Krymi', 'endMemberOf', 'KF Vllaznia Shkodër', '2022-01-01'], ['Elijah Just', 'endMemberOf', 'FC Helsingør', '2022-01-01'], ['Anna Jøsendal', 'endMemberOf', 'Norges U23-Kvinnelandslag I Fotball', '2022-01-01']]
[['Terrence Tisdell', 'endMemberOf', 'Kocaelispor', '2022-01-01'], ['Imane Saoud', 'endMemberOf', 'FC Basel Frauen', '2022-01-01'], ['Khvicha Kvaratskhelia', 'endMemberOf', 'FC Rubin Kazan', '2022-01-01'], ['Washington Corozo', 'endMemberOf', 'Club Universidad Nacional', '2022-01-01']]
[['Mohammed Al-Saiari', 'endMemberOf', 'Al Faisaly FC', '2022-01-01'], ['Alonso Aceves', 'startMemberOf', 'Real Oviedo', '2022-01-01'], ['Denis Franchi', 'endMemberOf', 'Paris Saint-Germain F. C.', '2022-01-01'], ['Maksim Hajavy', 'startMemberOf', 'FC BATE Borisov', '2022-01-01']]
[['Ryan Edmondson', 'endMemberOf', 'Leeds United F. C.', '2022-01-01'], ['Hwang Hee-chan', 'endMemberOf', 'RB Leipzig', '2022-01-01'], ['Cimafiej Šarkoŭski', 'startMemberOf', 'Belarus national under-19 football team', '2022-01-01'], ['Lee Dong-jun ( footballer)', 'startMemberOf', 'Hertha BSC', '2022-01-01']]
[['Adolfo Muñoz', 'endMemberOf', 'L. D. U. Quito', '2022-01-01'], ['Sergio Rico', 'startMemberOf', 'RCD Mallorca', '2022-01-01'], ['Bohdan Myshenko', 'startMemberOf', 'FC Lviv', '2022-01-01'], ['Sophia Smith ( soccer, born 2000)', 'startAward', 'National Women U0027 S Soccer League Most Valuable Player generic instance', '2022-01-01']]
[['Iñigo Ibargoien', 'endMemberOf', 'Arenas Club de Getxo', '2022-01-01'], ['Ekhi Bravo', 'endMemberOf', 'Real Unión B', '2022-01-01'], ['Dmitry Antilevsky', 'startMemberOf', 'FC Dinamo Tbilisi', '2022-01-01'], ['Sebastian Tounekti', 'endMemberOf', 'FK Bodø u002F Glimt', '2022-01-01']]
[['Anton Chichkan', 'startMemberOf', 'FC Ufa', '2022-01-01'], ['Martin Hellan', 'endMemberOf', 'Stabæk Fotball', '2022-01-01'], ['Kristijan Lovrić', 'endMemberOf', 'HNK Gorica', '2022-01-01'], ['Ivan Veras', 'startMemberOf', 'United Victory', '2022-01-01']]
[['Aritz Castro', 'endMemberOf', 'Arenas Club de Getxo', '2022-01-01'], ['Gabriel Achilier', 'endMemberOf', 'Deportivo Binacional FC', '2022-01-01'], ['Ayman Yahya', 'startMemberOf', 'Al Ahli Saudi FC', '2022-01-01'], ['Abdullah Al-Hafith', 'endMemberOf', 'Al-Ittihad Club ( Jeddah)', '2022-01-01']]
[['Ivan Konovalov', 'startMemberOf', 'Livingston F. C.', '2022-01-01'], ['Romain Fleurier', 'endMemberOf', 'Football Bourg-en-Bresse Péronnas 01', '2022-01-01'], ['Iker Varela', 'endMemberOf', 'Athletic Bilbao', '2022-01-01'], ['Koldo Obieta', 'endMemberOf', 'SD Amorebieta', '2022-01-01']]
[['Asier Parra Cuezva', 'endMemberOf', 'UD Melilla', '2022-01-01'], ['Aurélien Tchouaméni', 'startMemberOf', 'Real Madrid CF', '2022-01-01'], ['Anastasiya Shlapakova', 'endMemberOf', 'Dinamo-Bgu', '2022-01-01'], ['Gorka Pérez', 'endMemberOf', 'CD Badajoz', '2022-01-01']]
[['Denis Yaskovich', 'startMemberOf', 'FC Minsk', '2022-01-01'], ['Lars Friis', 'endWorksFor', 'Viborg FF', '2022-01-01'], ['Antxon Jaso', 'startMemberOf', 'Real Unión', '2022-01-01'], ['Zeno Ibsen Rossi', 'startMemberOf', 'Dundee F. C.', '2022-01-01']]
[['Driss Fettouhi', 'endMemberOf', 'Al-Sailiya SC', '2022-01-01'], ['Adama Traoré ( footballer, born 1996)', 'startMemberOf', 'FC Barcelona', '2022-01-01'], ['Umar Sadiq', 'endMemberOf', 'UD Almería', '2022-01-01'], ['Alyaksey Ivanow', 'startMemberOf', 'FC Torpedo-BelAZ Zhodino', '2022-01-01']]
[['Joy Kersten', 'endMemberOf', 'Excelsior Rotterdam ( women)', '2022-01-01'], ['Nikita Khalimonchik', 'endMemberOf', 'Belarus national under-21 football team', '2022-01-01'], ['Maciej Rybus', 'endMemberOf', 'FC Lokomotiv Moscow', '2022-01-01'], ['Tommy Bechmann', 'startMemberOf', 'Denmark National Under-20 Football Team', '2022-01-01']]
[['Danilo Asprilla', 'startMemberOf', 'Hapoel Be\' er Sheva F. C.', '2022-01-01'], ['Josh King', 'endMemberOf', 'York City F. C.', '2022-01-01'], ['Sagir Abdulmajeed', 'startMemberOf', 'FC Sucleia', '2022-01-01'], ['Sara Ismael', 'endMemberOf', 'FC Barcelona ( women) B', '2022-01-01']]
[['Djorkaeff Reasco', 'endMemberOf', 'L. D. U. Quito', '2022-01-01'], ['Tomoaki Makino', 'startMemberOf', 'Vissel Kobe', '2022-01-01'], ['Aimar Sagastibelza', 'endMemberOf', 'SD Amorebieta', '2022-01-01'], ['Shaun Newton', 'startAward', 'British Empire Medal', '2022-01-01']]
[['Maksim Burko', 'startMemberOf', 'FC Energetik-BGU Minsk', '2022-01-01'], ['Naomi Girma', 'startAward', 'National Women U0027 S Soccer League Defender Of The Year generic instance', '2022-01-01'], ['Beñat Gerenabarrena', 'endMemberOf', 'CD Basconia', '2022-01-01'], ['Ferran Torres', 'endMemberOf', 'Manchester City F. C.', '2022-01-01']]
[['Damjan Dostanić', 'endMemberOf', 'OFK Žarkovo', '2022-01-01'], ['Sergey Dmitriyev', 'endNationality', 'Russia', '2022-01-01'], ['Abd Al Rahman Osman Ali', 'endMemberOf', 'Tsu Obergänserndorf', '2022-01-01'], ['Xabier Cardenas', 'endMemberOf', 'Real Avilés CF', '2022-01-01']]
[['Egoitz Arana', 'endMemberOf', 'Real Sociedad C', '2022-01-01'], ['Abdullah Hassoun', 'startMemberOf', 'Al-Tai FC', '2022-01-01'], ['', 'endMemberOf', 'ZhFC Dnepr Mogilev', '2022-01-01'], ['Gorka Santamaría', 'startMemberOf', 'Deportivo de La Coruña', '2022-01-01']]
[['Hamza Jelassi', 'endMemberOf', 'US Monastir ( football)', '2022-01-01'], ['Erbol Atabayev', 'startSportNumber', '"77"', '2022-01-01'], ['Jonas Valland', 'startMemberOf', 'SK Vard Haugesund', '2022-01-01'], ['Óscar Gil ( footballer, born 1995)', 'endMemberOf', 'SD Amorebieta', '2022-01-01']]
[['Manor Solomon', 'endHomeLocation', 'Kyiv', '2022-01-01'], ['Urko Iruretagoiena', 'startMemberOf', 'SD Amorebieta', '2022-01-01'], ['Iker San Vicente', 'endMemberOf', 'CD Basconia', '2022-01-01'], ['Bakhtiar Rahmani', 'startMemberOf', 'Duhok SC', '2022-01-01']]
[['Unai Arieta', 'endMemberOf', 'CD Vitoria', '2022-01-01'], ['Jon Erice', 'endMemberOf', 'UD Mutilvera', '2022-01-01'], ['Abbas Mohamad', 'endMemberOf', 'Norrby IF', '2022-01-01'], ['Shada Ouedraogo', 'startMemberOf', 'Bnei Yehuda Tel Aviv F. C.', '2022-01-01']]
[['Sergei Slepov', 'endMemberOf', 'FC Dynamo Moscow', '2022-01-01'], ['Wesley Fofana ( footballer)', 'endMemberOf', 'Leicester City F. C.', '2022-01-01'], ['Jordan Lukaku', 'startMemberOf', 'Vicenza Calcio', '2022-01-01'], ['Ekaitz Molina', 'endMemberOf', 'Gernika Club', '2022-01-01']]
[['Ji So-yun', 'endMemberOf', 'Chelsea F. C. Women', '2022-01-01'], ['Milovan Kapor', 'startMemberOf', 'FK Pohronie', '2022-01-01'], ['Kiril Dojčinovski', 'endNationality', 'North Macedonia', '2022-01-01'], ['Erlantz Palacín', 'endMemberOf', 'Athletic Bilbao', '2022-01-01']]
[['Mawi Sánchez', 'endMemberOf', 'CF Rayo Majadahonda', '2022-01-01'], ['Victor San Bartolome', 'endMemberOf', 'Athletic Bilbao B', '2022-01-01'], ['Ben Davies ( footballer, born 1995)', 'endMemberOf', 'Liverpool F. C.', '2022-01-01'], ['Ernesto Torregrossa', 'endMemberOf', 'U. C. Sampdoria', '2022-01-01']]
[['Jon Xabier Vidal', 'startMemberOf', 'Real Avilés CF', '2022-01-01'], ['Sergio Barcina', 'endMemberOf', 'CD Berceo', '2022-01-01'], ['Iker Unzueta', 'endMemberOf', 'SD Amorebieta', '2022-01-01'], ['Deborah Ngalula', 'startMemberOf', 'Mfa Žalgiris', '2022-01-01']]
[['Benoît Badiashile', 'startMemberOf', 'France national football team generic instance', '2022-01-01'], ['Yegor Generalov', 'endMemberOf', 'FC Khimki', '2022-01-01'], ['Jack McKay ( footballer, born 1996)', 'endMemberOf', 'York City F. C.', '2022-01-01'], ['Océane Daniel', 'endMemberOf', 'GPSO 92 Issy', '2022-01-01']]
[['Mikita Jeraminak', 'startMemberOf', 'FC Isloch Minsk Raion', '2022-01-01'], ['Lago Junior', 'startMemberOf', 'SD Huesca', '2022-01-03'], ['Albert Bunjaku', 'endMemberOf', 'FC Viktoria Köln', '2022-01-03'], ['Charly Jan', 'endMemberOf', 'Fc Nantes Ii', '2022-01-04']]
